,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
1,5.25,16.0,0.12,3.0,6.21,0.56,1437.0,984.0,False
2,5.0,34.0,2.0,1.0,0.0,30.0,5.0,2.0,False
3,19.14,43.0,0.43,4.0,2.71,1.97,517.0,435.0,False
4,21.0,79.0,4.0,1.0,27.0,70.0,13.0,8.0,False
5,87.5,100.0,1.5,2.0,1.0,1.97,5.0,2.0,False
6,69.33,118.0,1.0,3.0,8.0,1.97,52.0,22.0,False
7,141.5,106.0,1.5,2.0,0.5,1.25,23.0,11.0,False
8,112.0,122.0,0.75,2.0,16.0,1.25,110.0,101.0,False
9,86.5,137.0,0.75,3.0,4.0,1.25,36.0,30.0,False
10,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,True
11,16.88,13.0,0.19,8.0,0.81,0.95,45.0,41.0,False
12,172.0,21.0,2.0,2.0,3.0,1.79,3.0,1.0,False
13,31.67,151.0,0.42,3.0,93.58,1.25,389.0,31.0,False
14,11.0,281.0,3.0,1.0,0.0,237.0,1.0,1.0,False
15,2.0,460.0,0.5,1.0,104.5,370.0,63.0,44.0,False
16,124.5,563.0,1.0,3.0,0.0,1.97,61.0,190.0,False
17,199.25,5.0,1.5,3.0,9.5,1.62,41.0,5.0,False
18,193.25,12.0,1.75,3.0,14.75,1.68,21.0,1.0,False
19,417.0,703.0,3.0,2.0,25.5,1.97,15.0,17.0,False
20,466.0,708.0,3.0,2.0,4.0,1.97,15.0,4.0,False
21,210.5,711.0,1.5,2.0,0.0,1.97,32.0,26.0,False
22,212.5,32.0,1.5,3.0,6.75,1.68,1456.0,2.0,False
23,216.0,724.0,1.2,4.0,6.8,1.97,17.0,49.0,False
24,132.0,806.0,5.0,1.0,2.0,657.0,3.0,4.0,False
25,74.0,836.0,5.0,1.0,1.0,680.0,1.0,1.0,False
26,2.33,879.0,0.67,1.0,0.0,710.0,11.0,79.0,False
27,245.0,894.0,1.6,2.0,0.4,1.97,91.0,30.0,False
