,nuc,aexp,age,asexp,la,ld,target
0,0.1,6.0,2.19,2.0,176.0,78.0,True
1,0.3,23.0,0.24,11.0,416.0,1061.0,True
2,3.2,31.0,0.2,17.0,83.0,28.0,True
3,2.3,32.0,2.3,0.11,273.0,117.0,True
4,3.17,35.0,13.67,21.0,177.0,106.0,True
5,1.81,38.0,7.69,0.11,387.0,42.0,True
6,3.33,39.0,11.33,0.11,17.0,19.0,True
7,2.79,47.0,13.47,29.0,195.0,2124.0,True
8,2.75,58.0,0.0,39.0,1.0,17.0,True
9,1.0,60.0,5.95,0.0,57.0,17.0,True
10,0.0,61.0,0.0,0.0,19.0,9.0,True
11,0.0,68.0,0.0,12.0,593.0,0.0,True
12,3.25,73.0,0.0,0.0,61.0,11.0,True
13,3.38,76.0,0.38,0.25,230.0,29.0,True
14,2.0,84.0,0.0,11.0,113.0,69.0,True
15,4.0,88.0,0.0,14.0,0.0,71.0,True
16,0.0,89.0,0.0,15.0,1219.0,0.0,True
17,2.83,92.0,0.33,0.0,91.0,12.0,True
18,4.0,101.0,1.2,20.0,263.0,4.0,True
19,6.0,102.0,0.86,0.0,40.0,26.0,True
20,5.0,108.0,1.88,28.0,188.0,87.0,True
21,6.33,132.0,1.33,0.0,27.0,13.0,True
22,14.14,148.0,1.29,0.0,99.0,18.0,True
23,8.83,162.0,0.5,0.0,58.0,27.0,True
24,9.8,163.0,1.8,0.0,58.0,114.0,True
25,8.25,0.0,4.25,0.0,14.0,9.0,True
26,13.2,49.0,14.8,28.0,23.0,23.0,True
27,5.56,213.0,5.22,0.0,951.0,864.0,True
28,0.2,228.0,0.2,1.0,324.0,0.0,True
29,2.0,232.0,0.0,3.0,81.0,5.0,True
30,10.67,236.0,6.67,0.0,91.0,0.0,True
31,2.75,237.0,0.0,0.0,144.0,8.0,True
32,23.29,72.0,0.43,0.51,362.0,53.0,True
33,8.0,90.0,15.0,17.0,49.0,40.0,True
34,1.67,96.0,4.0,46.0,58.0,37.0,True
35,8.33,99.0,0.0,20.0,47.0,43.0,True
36,8.0,315.0,7.0,24.0,0.0,2.0,True
37,13.14,318.0,2.57,0.0,37.0,17.0,True
38,6.5,103.0,0.0,0.56,9.0,20.0,True
39,4.0,332.0,0.0,0.0,11.0,17.0,True
40,5.0,339.0,0.75,0.0,5.0,8.0,True
41,6.0,341.0,0.0,0.0,29.0,45.0,True
42,11.0,344.0,13.0,0.0,6.0,6.0,True
43,5.56,350.0,4.44,0.0,593.0,610.0,True
44,6.0,355.0,1.5,0.0,31.0,5.0,True
45,8.5,432.0,41.5,0.0,12.0,10.0,True
46,14.33,438.0,10.33,0.0,5.0,12.0,True
47,30.0,18.0,33.0,1.0,42.0,14.0,True
48,1.0,455.0,69.0,17.0,0.0,42.0,True
49,9.0,456.0,0.0,18.0,60.0,27.0,True
50,12.0,464.0,1.0,21.0,0.0,12.0,False
51,3.5,471.0,19.0,30.0,37.0,2.0,True
52,8.33,495.0,17.89,0.0,228.0,19.0,True
53,1.5,506.0,37.5,8.0,34.0,26.0,True
54,3.0,53.0,23.0,22.0,6.0,6.0,True
55,12.0,55.0,7.67,0.0,37.0,38.0,True
56,8.67,537.0,24.33,0.0,177.0,107.0,True
57,2.57,540.0,0.57,0.0,322.0,39.0,True
58,3.5,545.0,0.5,0.0,91.0,29.0,True
59,3.0,547.0,15.3,0.0,487.0,26.0,True
60,4.67,550.0,0.0,0.0,88.0,19.0,True
61,7.2,567.0,0.0,0.0,14.0,17.0,True
62,4.0,76.0,0.0,0.0,169.0,66.0,True
63,7.9,617.0,4.76,0.0,255.0,219.0,True
64,5.53,629.0,1.18,0.0,212.0,18.0,True
65,8.43,635.0,1.0,0.0,112.0,114.0,True
66,1.0,158.0,0.0,1.0,0.0,200.0,True
67,19.8,813.0,30.6,0.0,211.0,52.0,True
68,5.71,166.0,46.67,8.0,2825.0,2529.0,True
69,5.79,849.0,26.57,0.0,373.0,197.0,True
70,10.88,850.0,6.25,0.0,83.0,56.0,True
71,16.55,0.0,70.91,0.0,16.0,16.0,True
72,7.0,945.0,3.0,94.0,124.0,110.0,True
73,3.0,962.0,5.25,5.0,404.0,512.0,True
74,3.0,964.0,2.86,7.0,2014.0,32.0,True
75,27.6,0.0,5.4,0.0,1981.0,1.0,True
76,28.0,1.0,10.0,0.0,42.0,18.0,True
77,9.0,9.0,15.0,0.0,5.0,2.0,True
78,11.3,1040.0,9.6,0.0,479.0,139.0,True
79,27.0,1047.0,33.0,0.01,212.0,137.0,True
80,19.45,0.0,1.09,0.0,1017.0,2.0,True
81,17.67,25.0,14.83,0.02,117.0,27.0,True
82,33.43,0.0,17.71,0.0,284.0,17.0,True
83,14.83,0.0,16.17,0.0,553.0,11.0,True
84,1.0,12.0,18.0,3.0,21.0,48.0,True
85,16.17,1.0,1.67,0.5,124.0,13.0,True
86,18.62,7.0,6.12,0.29,543.0,8.0,True
87,4.38,48.0,20.0,0.49,40.0,9.0,True
88,11.67,49.0,7.33,0.94,42.0,54.0,True
89,2.5,2.0,26.5,0.25,3.0,2.0,True
90,3.42,3.0,13.83,0.48,389.0,31.0,True
91,8.78,4.0,37.0,0.49,80.0,1.0,True
92,5.6,4.0,20.2,0.5,67.0,8.0,True
93,6.0,45.0,29.0,3.0,49.0,20.0,True
94,9.86,5.0,16.29,0.51,78.0,9.0,True
95,9.0,29.0,3.0,2.0,29.0,36.0,True
96,4.2,31.0,44.7,0.0,532.0,1697.0,True
97,5.0,32.0,6.0,1.0,60.0,24.0,True
98,10.75,132.0,77.81,0.06,503.0,84.0,True
99,7.4,4.0,3.2,0.88,460.0,15.0,True
100,14.38,0.0,4.06,0.0,1048.0,2.0,True
101,0.88,1.0,5.12,1.0,132.0,40.0,True
102,6.0,5.0,56.0,0.0,20.0,14.0,True
103,21.77,0.0,70.46,0.0,568.0,738.0,True
104,9.69,8.0,5.56,0.61,546.0,8.0,True
105,17.0,0.0,7.8,0.0,284.0,49.0,True
106,3.25,18.0,8.0,2.0,249.0,101.0,True
107,3.0,0.0,0.0,0.0,37.0,9.0,True
108,7.13,1145.0,34.57,0.0,2300.0,651.0,True
109,7.0,1148.0,29.39,0.0,1787.0,48.0,True
110,18.0,1.0,8.0,0.0,106.0,27.0,True
111,26.0,10.0,14.8,0.0,180.0,0.0,True
112,8.9,35.0,11.4,0.5,254.0,12.0,True
113,25.29,4.0,16.71,0.01,2274.0,30.0,True
114,4.67,3.0,72.0,1.26,108.0,63.0,True
