,nuc,aexp,age,asexp,la,ld,target
0,5.0,43.0,9.12,26.0,46.0,61.0,True
1,5.0,107.0,3.0,27.0,26.0,2.0,True
2,10.0,142.0,2.5,52.0,64.0,3.0,True
3,12.5,143.0,2.5,53.0,23.0,2.0,True
4,21.0,156.0,1.0,59.0,2.0,2.0,True
5,9.8,163.0,1.8,0.0,58.0,114.0,True
6,11.09,172.0,1.73,0.0,442.0,71.0,True
7,7.83,23.0,5.5,4.0,74.0,114.0,True
8,9.33,184.0,4.56,0.0,54.0,71.0,True
9,9.44,186.0,1.22,0.0,87.0,11.0,True
10,10.0,189.0,3.0,57.0,2.0,2.0,True
11,14.2,31.0,11.6,0.56,15.0,15.0,True
12,5.0,32.0,0.0,21.0,136.0,89.0,True
13,14.0,197.0,23.0,59.0,12.0,10.0,True
14,6.0,250.0,2.0,8.0,1.0,1.0,True
15,27.33,70.0,1.67,1.08,95.0,0.0,True
16,23.29,72.0,0.43,0.51,362.0,53.0,True
17,17.5,259.0,3.0,73.0,45.0,9.0,True
18,30.33,260.0,0.0,0.0,32.0,18.0,True
19,14.0,287.0,30.25,0.0,25.0,9.0,True
20,8.0,315.0,7.0,24.0,0.0,2.0,True
21,13.14,318.0,2.57,0.0,37.0,17.0,True
22,6.5,103.0,0.0,0.56,9.0,20.0,True
23,9.0,353.0,0.0,0.0,62.0,22.0,True
24,17.89,359.0,1.44,0.0,38.0,89.0,True
25,13.5,370.0,0.0,0.0,11.0,0.0,True
26,26.33,435.0,6.33,0.06,24.0,16.0,True
27,30.0,18.0,33.0,1.0,42.0,14.0,True
28,36.0,33.0,2.0,10.0,6.0,2.0,True
29,16.0,42.0,36.0,13.0,66.0,41.0,True
30,12.0,464.0,1.0,21.0,0.0,12.0,False
31,17.0,44.0,0.0,14.0,22.0,1.0,True
32,17.0,497.0,0.0,0.0,5.0,4.0,True
33,9.0,68.0,0.0,30.0,4.0,3.0,True
34,5.6,77.0,0.0,0.0,44.0,5.0,True
35,11.5,86.0,1.0,37.0,26.0,3.0,True
36,20.0,1.0,0.0,1.0,0.0,2.0,True
37,9.5,0.0,13.5,0.0,23.0,2.0,True
38,5.0,0.0,35.0,0.0,21.0,14.0,True
39,25.0,0.0,32.38,0.0,277.0,36.0,True
40,23.0,7.0,0.33,0.76,20.0,11.0,True
41,60.0,15.0,31.0,0.0,6.0,4.0,True
42,21.0,18.0,1.0,1.0,6.0,3.0,True
43,14.14,21.0,21.43,1.0,177.0,20.0,True
44,32.5,22.0,2.0,2.0,6.0,6.0,True
45,25.0,0.0,1.0,0.0,8.0,1.0,True
46,26.0,1.0,0.0,1.0,2.0,2.0,True
47,32.0,4.0,1.0,4.0,4.0,1.0,True
48,28.0,1.0,10.0,0.0,42.0,18.0,True
49,9.0,9.0,15.0,0.0,5.0,2.0,True
50,10.4,1.0,4.0,0.5,308.0,0.0,True
51,30.33,0.0,3.83,0.0,536.0,2.0,True
52,14.83,0.0,16.17,0.0,553.0,11.0,True
