,nuc,aexp,age,asexp,la,ld,target
0,3.32,90.0,1.68,0.0,416.0,126.0,True
1,17.0,161.0,0.5,0.0,44.0,5.0,True
2,9.42,169.0,3.5,0.0,292.0,6.0,True
3,11.09,172.0,1.73,0.0,442.0,71.0,True
4,7.06,173.0,0.62,0.0,473.0,138.0,True
5,9.33,184.0,4.56,0.0,54.0,71.0,True
6,9.44,186.0,1.22,0.0,87.0,11.0,True
7,24.0,42.0,15.0,27.0,16.0,0.0,True
8,1.8,235.0,3.0,5.0,381.0,76.0,True
9,10.67,236.0,6.67,0.0,91.0,0.0,True
10,4.31,245.0,4.06,0.0,405.0,66.0,True
11,27.33,70.0,1.67,1.08,95.0,0.0,True
12,23.29,72.0,0.43,0.51,362.0,53.0,True
13,15.67,274.0,7.33,0.0,46.0,30.0,True
14,21.0,89.0,1.0,16.0,52.0,60.0,True
15,15.0,309.0,0.0,0.06,230.0,0.0,True
16,13.14,318.0,2.57,0.0,37.0,17.0,True
17,20.67,333.0,0.67,0.0,213.0,141.0,True
18,11.0,344.0,13.0,0.0,6.0,6.0,True
19,11.58,351.0,0.75,0.0,132.0,67.0,True
20,13.5,370.0,0.0,0.0,11.0,0.0,True
21,14.33,438.0,10.33,0.0,5.0,12.0,True
22,30.0,18.0,33.0,1.0,42.0,14.0,True
23,32.0,26.0,0.0,6.0,20.0,1.0,True
24,33.0,28.0,0.0,7.0,12.0,18.0,True
25,29.5,32.0,1.0,0.0,52.0,49.0,True
26,17.0,446.0,18.0,0.0,7.0,0.0,True
27,36.0,33.0,2.0,10.0,6.0,2.0,True
28,12.0,464.0,1.0,21.0,0.0,12.0,False
29,17.0,44.0,0.0,14.0,22.0,1.0,True
30,8.33,495.0,17.89,0.0,228.0,19.0,True
31,17.0,497.0,0.0,0.0,5.0,4.0,True
32,11.4,56.0,5.6,24.0,389.0,0.0,True
33,5.67,527.0,0.0,0.0,360.0,4.0,True
34,19.0,528.0,0.0,0.06,193.0,3.0,True
35,13.0,533.0,0.0,0.0,57.0,6.0,True
36,3.0,547.0,15.3,0.0,487.0,26.0,True
37,3.47,552.0,0.88,0.0,528.0,67.0,True
38,40.5,564.0,1.5,0.0,152.0,26.0,True
39,7.9,617.0,4.76,0.0,255.0,219.0,True
40,12.17,647.0,0.0,0.0,117.0,8.0,True
41,23.0,1.0,3.0,0.0,3.0,1.0,True
42,21.33,703.0,9.33,0.0,43.0,22.0,True
43,20.0,1.0,0.0,1.0,0.0,2.0,True
44,29.33,749.0,4.0,0.0,21.0,19.0,True
45,45.0,157.0,0.0,7.0,1.0,1.0,True
46,41.0,6.0,2.33,0.83,35.0,40.0,True
47,25.0,0.0,32.38,0.0,277.0,36.0,True
48,21.57,2.0,2.29,0.84,147.0,33.0,True
49,18.4,876.0,13.73,0.0,291.0,63.0,True
50,29.0,16.0,5.5,0.0,23.0,1.0,True
