,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,634.5,41.0,1.81,5.5,72.0,1.03,12.0,4.0,True
1,475.0,181.0,2.21,4.0,92.0,1.0,30.0,29.0,False
2,506.67,419.0,1.98,4.5,55.0,0.49,36.0,33.0,True
3,318.44,445.0,2.75,2.89,63.11,0.94,50.0,77.0,True
4,596.5,456.0,2.29,4.5,25.5,0.94,95.0,34.0,False
5,426.4,0.0,3.09,4.0,97.5,0.0,146.0,26.0,False
6,501.0,646.5,2.31,4.1,40.2,0.49,189.0,88.0,True
7,541.17,9.0,1.86,6.83,44.17,1.53,142.0,43.0,True
8,681.8,669.0,1.87,9.2,92.4,0.49,25.0,9.0,True
9,824.5,672.0,1.95,11.5,39.75,0.94,4.0,3.0,True
10,299.44,33.0,2.75,3.25,36.75,0.83,262.0,108.0,True
11,476.88,692.5,2.46,5.88,56.88,0.94,59.0,39.0,False
12,493.0,35.0,1.52,6.71,33.0,0.84,201.0,9.0,True
13,835.25,0.0,1.69,12.25,76.5,0.0,11.0,3.0,True
14,712.2,237.33,1.9,10.0,40.4,0.63,51.0,31.0,False
15,388.09,239.17,2.15,4.55,83.36,0.4,265.0,55.0,True
16,671.6,22.0,1.73,10.0,20.0,0.51,127.0,10.0,True
17,870.75,1.0,1.26,12.75,69.5,0.67,159.0,140.0,False
18,525.14,25.0,1.77,7.14,23.86,0.51,205.0,48.0,False
19,495.5,112.0,2.57,6.62,55.38,0.69,108.0,31.0,False
20,816.83,66.0,1.92,9.17,21.0,0.84,44.0,42.0,False
21,302.92,248.67,2.73,4.58,45.75,0.63,330.0,101.0,False
22,879.75,251.67,1.62,14.0,53.0,1.0,54.0,6.0,True
23,645.0,1.0,2.11,9.5,51.0,0.33,358.0,62.0,False
24,629.33,5.0,1.93,10.0,7.67,1.07,105.0,22.0,False
25,456.78,6.0,2.38,7.0,20.67,0.45,443.0,44.0,True
26,746.4,106.5,1.61,12.0,12.0,0.84,213.0,20.0,True
27,390.0,65.0,2.53,6.3,26.8,0.96,331.0,25.0,False
28,717.8,67.0,1.65,12.0,70.0,1.59,106.0,25.0,True
29,527.67,71.0,2.74,6.89,25.67,1.07,16.0,24.0,True
30,478.62,7.0,2.09,8.0,35.62,0.78,128.0,17.0,True
31,516.14,8.0,2.16,9.14,11.43,1.08,343.0,234.0,True
32,333.87,267.17,3.28,5.4,54.73,0.63,115.0,48.0,False
33,484.78,33.0,2.56,8.56,19.67,0.83,197.0,22.0,False
34,435.46,222.0,3.04,6.31,79.23,0.93,127.0,87.0,False
35,297.0,8.0,3.21,4.88,43.44,0.94,211.0,25.0,False
36,557.43,1131.25,2.65,11.14,36.57,1.66,37.0,3.0,True
37,274.75,307.5,3.54,4.88,54.31,0.69,332.0,125.0,False
38,379.0,130.33,3.01,6.83,63.58,0.45,14.0,12.0,True
39,763.8,90.5,2.0,15.8,67.2,1.03,11.0,0.0,True
40,322.25,10.0,3.29,6.58,23.25,0.94,150.0,45.0,False
41,578.8,15.0,2.01,8.3,26.4,1.08,252.0,105.0,True
42,315.41,11.0,3.71,3.86,38.41,1.48,139.0,98.0,True
43,477.89,12.0,2.0,8.78,55.11,1.48,192.0,11.0,True
44,479.31,16.0,2.39,6.38,6.54,1.08,286.0,143.0,True
45,349.18,90.0,2.45,7.27,77.36,1.59,168.0,71.0,True
46,202.5,1.0,2.16,6.5,66.83,1.0,18.0,9.0,False
47,380.36,111.0,2.49,7.36,52.0,1.07,69.0,15.0,True
48,424.11,20.0,1.89,9.0,41.89,1.39,439.0,36.0,False
49,609.62,16.0,2.12,10.25,27.5,1.0,138.0,89.0,False
50,592.57,1073.0,2.25,11.57,69.86,1.26,129.0,20.0,True
51,823.0,4.0,1.98,14.17,51.67,1.41,249.0,4.0,True
52,637.14,0.0,2.8,12.57,51.86,0.0,34.0,1.0,True
53,831.0,0.0,2.01,18.2,18.8,0.0,13.0,7.0,True
54,435.0,21.0,2.98,9.1,20.2,1.0,152.0,34.0,False
55,427.4,155.0,3.08,9.1,7.7,1.07,63.0,46.0,True
56,889.2,172.0,1.89,18.2,35.6,1.07,14.0,3.0,True
57,637.43,197.0,1.9,13.43,42.71,0.34,297.0,2.0,True
58,366.38,59.87,2.53,7.31,41.31,0.26,236.0,261.0,True
59,801.2,23.0,1.77,18.4,72.8,1.39,198.0,24.0,False
60,454.09,24.0,2.42,8.45,19.27,1.0,200.0,115.0,False
61,542.4,206.0,2.25,9.3,19.3,0.51,238.0,77.0,True
62,348.38,208.0,2.8,7.08,85.62,0.51,411.0,185.0,False
63,679.75,1.0,1.63,11.88,14.5,0.33,160.0,1.0,True
64,668.17,222.0,2.26,15.83,4.17,1.07,54.0,13.0,True
65,319.86,416.5,2.59,6.79,53.0,0.45,423.0,86.0,True
66,349.83,27.0,2.8,8.08,8.5,0.99,535.0,150.0,False
67,255.88,88.0,2.92,5.71,35.71,1.15,503.0,254.0,True
68,551.88,7.0,2.72,12.62,43.88,0.7,152.0,95.0,False
69,519.62,238.0,2.09,12.12,20.0,0.51,270.0,30.0,True
70,464.27,292.92,2.83,9.18,88.27,0.63,372.0,79.0,False
71,333.3,6.0,2.9,5.1,23.75,1.16,432.0,155.0,True
72,331.64,48.0,2.23,6.86,62.21,0.71,405.0,27.0,False
73,648.78,290.92,2.5,11.44,2.78,0.5,415.0,52.0,True
74,671.75,72.62,2.21,12.75,18.88,0.17,150.0,15.0,True
75,599.78,73.62,2.41,11.33,10.89,0.17,157.0,18.0,True
76,721.17,6.5,1.86,16.33,103.5,1.0,100.0,4.0,True
77,722.5,427.5,1.4,16.33,73.33,0.69,108.0,31.0,False
78,228.11,55.0,3.06,5.32,65.05,0.71,602.0,104.0,False
79,595.57,259.0,1.68,14.43,5.71,0.51,191.0,15.0,True
80,278.6,277.5,2.42,6.93,99.13,1.59,581.0,140.0,True
81,683.14,0.0,2.1,15.0,74.57,0.0,127.0,51.0,False
82,854.8,461.0,2.19,21.0,65.2,1.13,35.0,0.0,True
83,726.57,297.42,1.98,15.71,91.29,1.0,161.0,14.0,True
84,734.67,464.0,2.34,17.5,45.17,1.13,19.0,11.0,True
85,525.2,296.92,2.29,10.6,27.6,0.63,78.0,61.0,False
86,464.18,14.5,2.3,9.64,16.36,0.92,215.0,11.0,True
87,261.21,11.0,3.44,5.58,33.68,0.73,516.0,21.0,False
88,700.12,79.0,2.74,13.25,7.0,0.53,30.0,0.0,False
89,699.6,0.0,2.67,11.1,13.3,0.0,60.0,30.0,False
90,334.27,2.0,3.56,7.4,67.13,1.75,101.0,25.0,True
91,334.27,2.0,3.56,7.4,67.13,1.75,101.0,25.0,True
92,617.14,81.0,1.95,15.29,3.43,1.08,144.0,45.0,True
93,338.23,83.0,2.14,8.23,34.62,0.71,19.0,344.0,False
94,445.82,88.0,2.76,10.09,42.73,0.45,101.0,35.0,False
95,203.83,90.0,2.99,4.74,42.7,1.08,439.0,10.0,True
96,633.0,56.0,2.07,15.57,38.14,1.48,476.0,33.0,True
97,324.0,314.83,1.51,11.33,97.67,155.0,2.0,19.0,True
98,339.86,14.0,2.5,8.07,22.0,0.73,523.0,118.0,False
99,617.29,101.0,2.51,15.86,16.43,1.08,16.0,22.0,True
100,788.86,20.5,2.01,16.14,103.86,1.0,19.0,8.0,True
101,703.33,19.5,1.93,12.89,34.44,0.64,101.0,1.0,True
102,474.89,146.42,2.15,12.56,92.11,0.03,71.0,31.0,True
103,568.96,56.42,2.1,9.85,16.41,0.94,205.11,77.67,False
104,467.24,27.71,2.38,8.61,18.95,0.99,200.58,110.73,False
105,466.66,27.55,2.39,8.61,18.96,0.99,200.56,110.92,False
106,519.35,42.42,2.24,9.25,17.65,0.96,202.9,93.79,False
107,690.48,90.72,1.76,11.32,13.39,0.87,210.51,38.18,False
108,625.1,72.26,1.94,10.53,15.02,0.9,207.61,59.42,False
109,711.34,96.61,1.7,11.57,12.87,0.86,211.44,31.39,False
110,562.63,54.63,2.12,9.77,16.57,0.94,204.83,79.73,False
111,653.61,80.31,1.87,10.87,14.31,0.89,208.87,50.16,False
112,486.07,33.02,2.33,8.84,18.48,0.98,201.42,104.61,False
113,711.81,96.74,1.7,11.58,12.86,0.86,211.46,31.24,False
114,622.05,71.4,1.95,10.49,15.09,0.91,207.47,60.41,False
115,590.66,62.54,2.04,10.11,15.87,0.92,206.07,70.62,False
116,624.06,71.97,1.95,10.52,15.04,0.91,207.56,59.76,False
117,477.22,30.53,2.36,8.74,18.7,0.99,201.03,107.48,False
118,598.18,64.67,2.02,10.2,15.69,0.92,206.41,68.17,False
119,549.97,51.06,2.15,9.62,16.89,0.95,204.26,83.84,False
120,502.8,37.75,2.29,9.05,18.06,0.97,202.17,99.17,False
121,490.98,34.41,2.32,8.9,18.35,0.98,201.64,103.01,False
122,479.33,31.12,2.35,8.76,18.64,0.99,201.12,106.8,False
123,494.53,35.41,2.31,8.95,18.27,0.98,201.8,101.86,False
124,519.57,42.48,2.24,9.25,17.64,0.96,202.91,93.72,False
125,684.76,89.1,1.78,11.25,13.53,0.87,210.26,40.03,False
126,705.81,95.04,1.72,11.51,13.01,0.86,211.19,33.19,False
127,699.57,93.28,1.74,11.43,13.17,0.86,210.92,35.22,False
128,511.95,40.33,2.26,9.16,17.83,0.97,202.57,96.19,False
129,507.31,39.02,2.27,9.1,17.95,0.97,202.37,97.7,False
130,676.09,86.66,1.8,11.15,13.75,0.88,209.87,42.85,False
131,687.65,89.92,1.77,11.29,13.46,0.87,210.39,39.09,False
132,583.05,60.4,2.06,10.02,16.06,0.93,205.74,73.09,False
133,550.32,51.16,2.15,9.62,16.88,0.95,204.28,83.72,False
134,501.71,37.44,2.29,9.03,18.09,0.97,202.12,99.52,False
135,651.2,79.63,1.87,10.85,14.37,0.89,208.77,50.94,False
136,734.95,103.27,1.64,11.86,12.28,0.84,212.49,23.72,True
137,712.38,96.9,1.7,11.59,12.85,0.86,211.49,31.06,False
138,471.63,28.95,2.37,8.67,18.84,0.99,200.78,109.3,False
139,495.07,35.57,2.31,8.95,18.25,0.98,201.82,101.68,False
140,570.1,56.74,2.1,9.86,16.39,0.94,205.16,77.3,False
141,532.46,46.12,2.2,9.41,17.32,0.96,203.49,89.53,False
142,564.49,55.16,2.11,9.79,16.53,0.94,204.91,79.12,False
143,718.93,98.75,1.68,11.67,12.68,0.85,211.78,28.93,True
144,590.41,62.48,2.04,10.11,15.88,0.92,206.06,70.69,False
145,471.42,28.89,2.37,8.66,18.84,0.99,200.77,109.37,False
146,569.34,56.53,2.1,9.85,16.41,0.94,205.13,77.54,False
147,652.19,79.91,1.87,10.86,14.34,0.89,208.81,50.62,False
148,610.59,68.17,1.99,10.35,15.38,0.91,206.96,64.14,False
149,525.41,44.13,2.22,9.32,17.5,0.96,203.17,91.82,False
150,571.59,57.16,2.09,9.88,16.35,0.93,205.23,76.81,False
151,700.8,93.63,1.73,11.45,13.13,0.86,210.97,34.82,False
152,514.57,41.07,2.25,9.19,17.77,0.97,202.69,95.34,False
153,624.0,71.95,1.95,10.52,15.05,0.91,207.56,59.78,False
154,491.64,34.6,2.32,8.91,18.34,0.98,201.67,102.8,False
155,734.63,103.18,1.64,11.86,12.29,0.84,212.48,23.83,True
156,677.31,87.0,1.8,11.16,13.72,0.88,209.93,42.45,False
