,nuc,aexp,nd,ns,age,la,ld,target
0,1.5,3.0,2.0,2.0,3.0,4.0,0.0,1
1,8.5,4.0,2.0,2.0,5.0,12.0,1.0,1
2,7.2,0.0,2.0,2.0,2.4,279.0,90.0,0
3,4.18,1.0,5.0,2.0,4.91,1295.0,38.0,1
4,9.0,6.0,2.0,2.0,13.0,6.0,1.0,1
5,11.25,1.0,2.0,2.0,18.75,205.0,152.0,1
6,14.33,2.0,2.0,2.0,14.67,12.0,6.0,1
7,8.43,12.0,3.0,2.0,10.0,192.0,78.0,1
8,17.0,13.0,3.0,2.0,5.67,3.0,7.0,1
9,3.08,13.0,8.0,2.0,15.67,95.0,27.0,1
10,10.5,2.0,3.0,2.0,21.83,55.0,13.0,1
11,12.14,17.0,3.0,2.0,1.29,502.0,4.0,1
12,31.0,3.0,2.0,2.0,23.0,20.0,28.0,1
13,20.5,5.0,2.0,2.0,13.0,149.0,214.0,1
14,17.75,8.0,3.0,2.0,33.75,267.0,117.0,1
15,38.0,12.0,2.0,2.0,17.0,13.0,10.0,1
16,12.89,19.0,2.0,2.0,0.89,70.0,74.0,1
17,13.33,15.0,2.0,2.0,11.33,475.0,179.0,1
18,3.68,16.0,10.0,2.0,13.24,2668.0,125.0,1
19,26.0,11.0,3.0,2.0,10.5,84.0,17.0,1
20,42.5,20.0,2.0,2.0,27.5,34.0,10.0,1
21,14.57,14.0,3.0,2.0,19.29,505.0,24.0,1
22,53.0,1.0,2.0,2.0,4.0,14.0,3.0,1
23,48.0,5.0,2.0,2.0,4.5,5.0,2.0,1
24,26.0,26.0,3.0,2.0,12.67,256.0,114.0,1
25,10.45,22.0,4.0,2.0,30.55,1821.0,173.0,1
26,36.75,19.0,2.0,2.0,9.25,61.0,6.0,1
27,25.0,5.0,4.0,2.0,2.43,85.0,1.0,1
28,18.56,23.0,5.0,2.0,12.67,349.0,45.0,1
29,22.88,35.0,5.0,2.0,27.38,457.0,82.0,1
30,58.33,27.0,3.0,2.0,31.33,28.0,12.0,1
31,45.75,26.0,3.0,2.0,0.0,217.0,15.0,1
32,91.5,25.0,2.0,2.0,11.0,5.0,10.0,1
33,99.5,37.0,2.0,2.0,9.5,6.0,0.0,1
34,108.0,35.0,2.0,2.0,0.0,137.0,43.0,1
35,108.5,32.0,2.0,2.0,0.5,6.0,0.0,1
36,111.5,36.0,2.0,2.0,36.5,9.0,0.0,1
37,36.38,37.0,5.0,3.0,0.0,306.0,10.0,1
38,10.04,40.0,8.0,2.0,62.04,100.0,23.0,1
39,7.21,9.0,13.0,2.0,32.74,709.0,31.0,1
40,80.67,42.0,3.0,2.0,32.67,42.0,0.0,1
41,121.5,43.0,2.0,2.0,12.5,9.0,5.0,1
42,145.0,47.0,2.0,2.0,1.0,11.0,6.0,1
43,8.09,11.0,14.0,2.0,48.67,753.0,125.0,1
44,26.06,48.0,3.0,2.0,27.69,1130.0,38.0,1
45,38.4,49.0,6.0,2.0,5.7,478.0,53.0,1
46,12.0,40.0,6.0,2.0,37.48,534.0,183.0,1
47,75.5,8.0,3.0,2.0,27.25,106.0,16.0,1
48,145.5,54.0,2.0,2.0,28.0,8.0,3.0,1
49,75.0,62.0,2.0,2.0,30.25,404.0,180.0,1
