,nuc,aexp,nd,ns,age,la,ld,target
0,2.0,4.0,2.0,2.0,3.0,34.0,10.0,1
1,4.75,4.0,2.0,2.0,0.0,188.0,4.0,1
2,7.2,0.0,2.0,2.0,2.4,279.0,90.0,0
3,9.33,0.0,2.0,2.0,5.0,82.0,3.0,1
4,9.0,6.0,2.0,2.0,13.0,6.0,1.0,1
5,7.0,7.0,2.0,2.0,2.5,248.0,180.0,1
6,11.0,8.0,2.0,2.0,13.0,99.0,127.0,1
7,14.33,2.0,2.0,2.0,14.67,12.0,6.0,1
8,4.08,9.0,6.0,2.0,43.0,210.0,103.0,1
9,17.25,15.0,3.0,2.0,13.5,199.0,134.0,1
10,10.5,2.0,3.0,2.0,21.83,55.0,13.0,1
11,31.0,3.0,2.0,2.0,23.0,20.0,28.0,1
12,26.0,4.0,2.0,2.0,16.33,35.0,91.0,1
13,19.5,7.0,2.0,2.0,8.75,66.0,8.0,1
14,17.75,8.0,3.0,2.0,33.75,267.0,117.0,1
15,26.67,13.0,2.0,2.0,7.33,281.0,237.0,1
16,13.67,11.0,2.0,2.0,6.5,532.0,6.0,1
17,16.0,12.0,2.0,2.0,3.14,210.0,32.0,1
18,31.67,13.0,2.0,2.0,22.33,255.0,217.0,1
19,31.67,1.0,2.0,2.0,48.0,117.0,14.0,1
20,49.5,24.0,2.0,2.0,10.5,9.0,5.0,1
21,51.0,15.0,2.0,2.0,38.5,4.0,2.0,1
22,52.0,16.0,2.0,2.0,24.0,43.0,41.0,1
23,36.67,19.0,2.0,2.0,55.33,33.0,5.0,1
24,57.5,20.0,2.0,2.0,9.5,19.0,12.0,1
25,0.0,21.0,1.0,1.0,0.0,62.0,0.0,1
26,21.67,17.0,3.0,2.0,7.5,313.0,1.0,1
27,68.0,18.0,2.0,2.0,2.0,21.0,13.0,1
28,43.75,24.0,3.0,2.0,8.75,69.0,2.0,1
29,21.27,32.0,3.0,2.0,7.45,146.0,55.0,1
30,83.0,33.0,2.0,2.0,4.5,4.0,0.0,1
31,87.5,34.0,2.0,2.0,3.5,3.0,83.0,1
32,22.88,35.0,5.0,2.0,27.38,457.0,82.0,1
33,31.67,26.0,3.0,2.0,7.5,412.0,1.0,1
34,32.33,9.0,5.0,2.0,42.67,9.0,3.0,1
35,52.0,32.0,3.0,2.0,4.5,53.0,12.0,1
36,70.0,34.0,3.0,2.0,0.0,145.0,27.0,1
37,108.0,35.0,2.0,2.0,0.0,137.0,43.0,1
38,108.5,32.0,2.0,2.0,0.5,6.0,0.0,1
39,108.0,33.0,2.0,2.0,38.5,17.0,11.0,1
40,63.75,35.0,2.0,2.0,5.25,154.0,19.0,1
41,44.83,51.0,2.0,2.0,24.17,26.0,0.0,1
42,128.5,53.0,2.0,2.0,32.5,66.0,49.0,1
43,46.67,12.0,3.0,2.0,30.67,356.0,206.0,1
44,137.5,7.0,2.0,2.0,24.0,8.0,1.0,1
45,75.0,62.0,2.0,2.0,30.25,404.0,180.0,1
46,110.33,14.0,3.0,2.0,39.33,21.0,2.0,1
47,164.0,45.0,2.0,2.0,99.0,21.0,94.0,1
48,117.0,8.0,2.0,2.0,22.67,143.0,38.0,1
49,184.0,79.0,2.0,2.0,0.5,6.0,1.0,1
50,180.0,45.0,2.0,2.0,2.0,3.0,1.0,1
51,34.87,52.0,4.0,2.0,14.07,390.0,227.0,1
52,63.33,81.0,2.0,2.0,27.67,184.0,13.0,1
53,33.41,47.0,5.0,2.0,15.53,743.0,69.0,1
54,36.0,85.0,7.0,2.0,75.08,38.0,28.0,1
55,202.5,52.0,2.0,2.0,2.5,9.0,2.0,1
56,67.25,43.0,4.0,2.0,22.75,270.0,3.0,1
57,206.0,63.0,2.0,2.0,7.5,6.0,0.0,1
58,66.25,54.0,6.0,2.0,5.12,680.0,33.0,1
59,63.57,16.0,3.0,2.0,16.57,34.0,28.0,1
60,27.67,3.0,5.0,2.0,34.1,524.0,147.0,1
61,84.17,109.0,4.0,2.0,71.33,101.0,21.0,1
62,230.0,4.0,2.0,2.0,3.5,19.0,6.0,1
63,48.5,114.0,4.0,2.0,157.9,201.0,10.0,1
64,35.5,10.0,4.0,2.0,26.14,154.0,116.0,1
65,149.0,8.0,2.0,2.0,26.75,57.0,20.0,1
66,278.0,18.0,2.0,2.0,15.5,10.0,32.0,1
67,186.33,19.0,2.0,2.0,10.67,150.0,28.0,1
68,127.6,3.0,4.0,2.0,31.8,166.0,21.0,1
69,183.67,4.0,2.0,2.0,134.67,227.0,123.0,1
70,309.0,25.0,2.0,2.0,3.0,30.0,18.0,1
71,194.33,25.0,2.0,2.0,24.67,32.0,2.0,1
72,23.63,143.0,2.0,2.0,76.56,2282.0,621.0,1
73,87.88,28.0,2.0,2.0,104.75,419.0,299.0,1
74,161.25,24.0,2.0,2.0,57.0,131.0,23.0,1
75,137.8,31.0,4.0,2.0,126.6,98.0,16.0,1
76,332.5,32.0,2.0,2.0,43.0,4.0,0.0,1
77,58.58,2.0,4.0,2.0,18.42,1784.0,42.0,1
78,113.33,36.0,2.0,2.0,0.0,802.0,0.0,1
79,344.0,37.0,2.0,2.0,5.0,4.0,0.0,1
80,349.0,97.0,2.0,2.0,41.5,13.0,11.0,1
81,360.5,14.0,2.0,2.0,41.0,18.0,0.0,1
82,274.67,12.0,2.0,2.0,80.33,41.0,12.0,1
83,381.5,6.0,2.0,2.0,9.5,9.0,1.0,1
84,246.0,102.0,2.0,2.0,142.67,72.0,33.0,1
85,165.8,11.0,3.0,3.0,46.0,168.0,0.0,1
86,370.5,1.0,2.0,2.0,173.5,9.0,0.0,1
87,255.67,17.0,2.0,2.0,14.67,65.0,34.0,1
88,193.25,18.0,2.0,2.0,97.5,176.0,4.0,1
89,157.0,109.0,3.0,2.0,316.0,290.0,15.0,1
90,268.33,112.0,3.0,2.0,132.33,21.0,6.0,1
91,390.5,22.0,2.0,2.0,23.0,43.0,1.0,1
92,201.0,0.0,3.0,2.0,258.0,138.0,2.0,1
93,206.5,2.0,3.0,2.0,3.75,238.0,79.0,1
94,71.42,5.0,4.0,2.0,0.83,749.0,0.0,1
95,429.0,8.0,2.0,2.0,0.0,197.0,0.0,1
96,3.83,6.0,3.0,1.0,20.0,119.0,35.0,1
97,2.57,8.0,4.0,1.0,22.64,403.0,91.0,1
98,7.0,78.0,2.0,1.0,21.0,181.0,10.0,1
99,1.09,17.0,7.0,1.0,1.64,21.0,11.0,1
100,0.86,25.0,12.0,1.0,0.62,58.0,51.0,1
101,16.0,46.0,2.0,1.0,0.0,5.0,0.0,1
102,14.0,55.0,3.0,1.0,0.0,143.0,7.0,1
103,4.14,7.0,7.0,1.0,1.93,799.0,318.0,1
104,13.2,65.0,4.0,1.0,2.6,89.0,3.0,1
105,10.29,12.0,7.0,1.0,2.43,325.0,44.0,1
106,5.1,32.0,11.0,1.0,5.15,686.0,133.0,1
107,4.78,33.0,7.0,1.0,3.72,145.0,64.0,1
108,12.86,71.0,4.0,1.0,7.29,25.0,7.0,1
109,5.72,29.0,14.0,1.0,11.41,798.0,118.0,1
110,12.73,30.0,9.0,1.0,6.73,102.0,60.0,1
111,12.0,86.0,7.0,1.0,10.45,68.0,11.0,1
112,38.33,34.0,2.0,1.0,6.33,60.0,2.0,1
113,8.56,38.0,2.0,1.0,6.22,494.0,22.0,1
114,15.0,90.0,10.0,1.0,2.0,86.0,24.0,1
115,36.25,41.0,3.0,1.0,5.25,102.0,7.0,1
116,49.33,100.0,2.0,1.0,0.0,150.0,36.0,1
117,28.5,53.0,4.0,1.0,16.5,55.0,13.0,1
118,28.38,119.0,6.0,1.0,9.12,230.0,45.0,1
119,44.8,122.0,4.0,1.0,12.8,95.0,32.0,1
120,24.42,65.0,8.0,1.0,2.83,392.0,102.0,1
121,28.56,132.0,6.0,1.0,5.56,351.0,16.0,1
122,15.95,140.0,12.0,1.0,11.32,809.0,41.0,1
123,19.67,146.0,9.0,1.0,3.27,504.0,48.0,1
124,33.33,68.0,7.0,1.0,5.22,147.0,98.0,1
125,85.0,153.0,2.0,1.0,18.67,23.0,7.0,1
126,59.8,66.0,4.0,1.0,10.2,48.0,35.0,1
127,26.62,86.0,7.0,1.0,14.23,204.0,22.0,1
128,54.33,93.0,6.0,1.0,17.33,29.0,5.0,1
129,57.0,175.0,2.0,1.0,16.33,91.0,10.0,1
130,34.6,85.0,3.0,1.0,28.8,39.0,9.0,1
131,81.5,144.0,4.0,2.0,2.5,36.0,8.0,1
132,61.5,90.0,4.0,1.0,22.5,79.0,14.0,1
133,117.0,91.0,3.0,1.0,26.33,8.0,4.0,1
134,10.81,145.0,11.0,1.0,0.0,2126.0,19.0,1
135,65.5,94.0,6.0,1.0,16.33,15.0,6.0,1
136,123.67,102.0,3.0,1.0,0.0,171.0,2.0,1
137,129.0,103.0,2.0,1.0,17.33,20.0,10.0,1
138,37.69,108.0,11.0,1.0,32.08,293.0,18.0,1
139,22.85,16.0,8.0,1.0,10.15,347.0,62.0,1
140,137.67,19.0,3.0,1.0,2.33,6.0,3.0,1
141,139.67,113.0,3.0,1.0,7.0,147.0,50.0,1
142,108.5,113.0,3.0,1.0,4.5,174.0,71.0,1
143,113.75,123.0,3.0,1.0,0.5,530.0,26.0,1
144,70.14,124.0,4.0,1.0,3.71,49.0,25.0,1
145,56.25,194.0,6.0,1.0,2.25,125.0,4.0,1
146,64.0,49.0,8.0,1.0,35.11,57.0,25.0,1
147,111.6,139.0,3.0,1.0,1.0,75.0,2.0,1
148,132.5,140.0,2.0,1.0,2.0,53.0,32.0,1
149,138.25,147.0,2.0,1.0,19.75,126.0,7.0,1
150,33.59,153.0,13.0,1.0,50.77,173.0,117.0,1
151,57.82,156.0,5.0,1.0,26.18,228.0,21.0,1
152,60.27,19.0,5.0,1.0,23.73,140.0,126.0,1
153,203.0,234.0,2.0,1.0,2.67,108.0,9.0,1
154,123.0,236.0,4.0,1.0,37.0,39.0,3.0,1
155,307.5,22.0,2.0,1.0,0.5,7.0,1.0,1
156,132.2,11.0,4.0,1.0,42.4,142.0,35.0,1
157,133.2,43.0,3.0,1.0,47.0,127.0,161.0,1
158,80.67,17.0,7.0,1.0,4.44,24.0,21.0,1
159,229.67,23.0,2.0,1.0,9.0,4.0,2.0,1
160,343.5,7.0,2.0,2.0,0.0,5.0,0.0,1
161,155.8,26.0,4.0,1.0,27.0,106.0,9.0,1
162,47.88,88.0,4.0,2.0,40.0,502.0,15.0,1
163,52.9,285.0,7.0,3.0,81.8,28.0,9.0,1
164,201.75,132.0,2.0,1.0,40.75,87.0,5.0,1
165,395.5,54.0,2.0,1.0,0.0,23.0,15.0,1
166,34.38,136.0,7.0,1.0,47.71,4495.0,4.0,1
167,279.67,149.0,2.0,1.0,175.67,112.0,0.0,1
168,100.22,62.0,7.0,1.0,101.22,56.0,5.0,1
169,231.25,66.0,2.0,1.0,27.75,74.0,2.0,1
170,161.17,165.0,5.0,1.0,31.5,95.0,14.0,1
171,287.0,166.0,2.0,1.0,120.0,46.0,0.0,1
172,186.0,171.0,2.0,1.0,4.67,179.0,30.0,1
173,448.5,1.0,2.0,1.0,10.5,38.0,19.0,1
174,307.33,61.0,2.0,1.0,6.67,65.0,6.0,1
175,55.38,202.0,11.0,1.0,118.81,570.0,365.0,1
176,324.0,64.0,2.0,1.0,20.0,110.0,0.0,1
177,196.0,6.0,4.0,1.0,92.4,40.0,10.0,1
178,230.5,206.0,2.0,1.0,137.0,178.0,44.0,1
179,244.75,234.0,3.0,1.0,147.0,63.0,75.0,1
180,36.53,256.0,12.0,1.0,55.94,1468.0,517.0,1
181,80.8,23.0,8.0,1.0,25.87,484.0,20.0,1
182,39.34,92.0,13.0,1.0,151.76,1063.0,106.0,1
183,201.6,228.0,3.0,1.0,0.6,352.0,21.0,1
184,208.8,32.0,2.0,1.0,110.4,133.0,141.0,1
185,94.29,272.0,8.0,1.0,52.93,236.0,25.0,1
186,159.25,223.0,5.0,1.0,27.0,133.0,43.0,1
187,137.0,40.0,7.0,1.0,30.67,274.0,31.0,1
188,171.0,285.0,6.0,2.0,26.57,62.0,5.0,1
189,132.5,240.0,5.0,2.0,24.0,98.0,34.0,1
190,69.33,95.0,7.0,1.0,46.1,1147.0,771.0,1
191,539.0,66.0,2.0,1.0,87.0,4.0,0.0,1
192,284.75,11.0,3.0,1.0,142.0,9.0,0.0,1
193,42.51,277.0,22.0,2.0,32.05,284.0,131.0,1
194,284.25,312.0,2.0,1.0,41.0,124.0,4.0,1
195,104.91,322.0,4.0,1.0,94.36,176.0,3.0,1
196,394.67,57.0,2.0,1.0,0.33,123.0,19.0,1
197,593.0,305.0,2.0,1.0,45.0,5.0,0.0,1
198,20.0,366.0,21.0,2.0,2.12,1613.0,1193.0,1
199,301.5,48.0,2.0,1.0,27.0,337.0,220.0,1
200,131.11,20.0,3.0,1.0,2.11,1132.0,12.0,1
201,136.18,135.68,4.42,1.19,29.73,125.87,53.16,1
202,79.96,69.69,3.12,1.63,25.75,195.33,141.29,1
203,69.38,57.26,2.87,1.71,25.0,208.41,157.88,1
204,52.49,37.44,2.48,1.84,23.81,229.27,184.36,1
205,85.92,76.68,3.26,1.58,26.17,187.97,131.96,1
206,94.94,87.27,3.47,1.51,26.81,176.82,117.81,1
207,74.08,62.78,2.98,1.67,25.34,202.6,150.52,1
208,57.15,42.91,2.59,1.8,24.14,223.52,177.06,1
209,71.2,59.41,2.92,1.69,25.13,206.15,155.02,1
210,151.78,153.98,4.78,1.07,30.84,106.6,28.71,1
211,117.03,113.2,3.98,1.34,28.38,149.53,83.18,1
212,109.29,104.11,3.8,1.4,27.83,159.1,95.33,1
213,128.41,126.55,4.24,1.25,29.18,135.47,65.35,1
214,64.57,51.62,2.76,1.75,24.66,214.35,165.43,1
215,86.85,77.78,3.28,1.57,26.24,186.82,130.49,1
216,143.78,144.59,4.6,1.13,30.27,116.48,41.26,1
217,94.8,87.1,3.46,1.51,26.8,177.0,118.04,1
218,125.1,122.66,4.16,1.28,28.95,139.57,70.54,1
219,113.44,108.98,3.89,1.37,28.12,153.97,88.81,1
220,60.39,46.72,2.67,1.78,24.37,219.51,171.97,1
221,74.15,62.87,2.98,1.67,25.34,202.51,150.4,1
222,135.86,135.29,4.41,1.2,29.71,126.27,53.67,1
223,129.42,127.74,4.26,1.25,29.25,134.23,63.77,1
224,76.51,65.63,3.04,1.65,25.51,199.6,146.71,1
225,83.07,73.34,3.19,1.6,25.97,191.49,136.42,1
226,53.75,38.92,2.51,1.83,23.9,227.72,182.38,1
227,160.25,163.92,4.98,1.01,31.43,96.14,15.44,1
228,57.26,43.03,2.59,1.8,24.14,223.38,176.89,1
229,64.92,52.03,2.77,1.74,24.69,213.91,164.87,1
230,143.97,144.82,4.6,1.13,30.28,116.24,40.95,1
231,146.89,148.24,4.67,1.11,30.49,112.64,36.38,1
232,71.71,60.0,2.93,1.69,25.17,205.53,154.23,1
233,54.32,39.58,2.52,1.83,23.94,227.02,181.5,1
234,151.85,154.06,4.78,1.07,30.84,106.51,28.61,1
235,123.94,121.3,4.14,1.29,28.86,141.0,72.36,1
236,44.73,28.34,2.3,1.9,23.26,238.85,196.51,1
237,150.4,152.37,4.75,1.08,30.74,108.3,30.87,1
238,55.1,40.5,2.54,1.82,23.99,226.05,180.27,1
239,155.36,158.18,4.87,1.04,31.09,102.17,23.1,1
240,111.89,107.16,3.86,1.38,28.01,155.88,91.24,1
241,148.91,150.61,4.72,1.09,30.63,110.15,33.22,1
242,83.01,73.26,3.19,1.6,25.97,191.57,136.52,1
243,122.8,119.97,4.11,1.3,28.78,142.4,74.14,1
244,32.2,13.63,2.01,2.0,22.37,254.34,216.16,1
245,82.62,72.81,3.18,1.61,25.94,192.04,137.12,1
246,87.34,78.35,3.29,1.57,26.27,186.21,129.72,1
247,106.57,100.91,3.74,1.42,27.64,162.46,99.59,1
248,88.25,79.41,3.31,1.56,26.34,185.1,128.31,1
249,85.86,76.61,3.26,1.58,26.17,188.04,132.04,1
250,68.45,56.18,2.85,1.72,24.94,209.55,159.34,1
251,138.09,137.91,4.47,1.18,29.87,123.52,50.18,1
252,142.35,142.91,4.56,1.15,30.17,118.25,43.5,1
253,103.17,96.93,3.66,1.45,27.39,166.66,104.92,1
254,127.78,125.81,4.23,1.26,29.14,136.26,66.34,1
255,134.53,133.74,4.38,1.21,29.61,127.91,55.75,1
256,42.15,25.31,2.24,1.92,23.08,242.04,200.56,1
257,93.91,86.06,3.44,1.52,26.74,178.1,119.43,1
258,82.89,73.12,3.19,1.6,25.96,191.72,136.71,1
259,107.61,102.13,3.76,1.41,27.71,161.17,97.96,1
260,92.86,84.82,3.42,1.53,26.66,179.4,121.08,1
261,84.88,75.45,3.23,1.59,26.1,189.26,133.59,1
262,50.52,35.13,2.44,1.85,23.67,231.71,187.45,1
263,120.21,116.93,4.05,1.32,28.6,145.6,78.2,1
264,117.97,114.3,4.0,1.33,28.44,148.37,81.72,1
265,55.89,41.43,2.56,1.81,24.05,225.07,179.02,1
266,111.21,106.36,3.84,1.39,27.96,156.72,92.31,1
267,116.46,112.53,3.96,1.35,28.34,150.23,84.08,1
268,133.97,133.08,4.37,1.21,29.57,128.6,56.63,1
269,84.99,75.59,3.24,1.59,26.11,189.12,133.41,1
270,43.54,26.94,2.28,1.91,23.17,240.33,198.39,1
271,37.7,20.08,2.14,1.95,22.76,247.54,207.54,1
272,97.94,90.79,3.54,1.49,27.02,173.11,113.11,1
273,103.62,97.45,3.67,1.44,27.43,166.1,104.21,1
274,34.92,16.82,2.08,1.97,22.56,250.98,211.89,1
275,113.01,108.48,3.88,1.37,28.09,154.5,89.49,1
276,47.52,31.6,2.37,1.88,23.46,235.42,192.15,1
277,38.33,20.82,2.15,1.95,22.8,246.77,206.56,1
278,85.86,76.61,3.26,1.58,26.17,188.04,132.05,1
279,150.72,152.73,4.76,1.08,30.76,107.91,30.38,1
280,124.24,121.66,4.14,1.29,28.89,140.62,71.88,1
281,41.11,24.08,2.22,1.93,23.0,243.33,202.2,1
282,137.97,137.78,4.46,1.18,29.86,123.66,50.36,1
283,35.62,17.64,2.09,1.97,22.61,250.12,210.8,1
284,94.95,87.28,3.47,1.51,26.81,176.81,117.8,1
285,65.93,53.21,2.79,1.74,24.76,212.67,163.3,1
286,107.72,102.27,3.76,1.41,27.72,161.03,97.78,1
287,75.79,64.79,3.02,1.66,25.46,200.48,147.83,1
288,141.43,141.84,4.54,1.15,30.1,119.38,44.93,1
289,58.63,44.65,2.62,1.79,24.24,221.68,174.73,1
290,51.08,35.79,2.45,1.85,23.71,231.02,186.57,1
291,158.06,161.35,4.93,1.02,31.28,98.84,18.87,1
292,77.79,67.14,3.07,1.64,25.6,198.01,144.7,1
293,117.54,113.8,3.99,1.34,28.41,148.9,82.38,1
294,33.04,14.61,2.03,1.99,22.43,253.3,214.85,1
295,83.71,74.08,3.21,1.6,26.02,190.7,135.42,1
296,143.31,144.05,4.59,1.14,30.24,117.06,41.99,1
297,86.02,76.79,3.26,1.58,26.18,187.85,131.8,1
298,77.5,66.8,3.06,1.65,25.58,198.37,145.15,1
299,153.4,155.88,4.82,1.06,30.95,104.6,26.18,1
300,35.83,17.89,2.1,1.97,22.63,249.86,210.48,1
301,80.62,70.45,3.13,1.62,25.8,194.52,140.27,1
302,127.45,125.43,4.22,1.26,29.11,136.66,66.85,1
303,49.19,33.57,2.41,1.86,23.57,233.35,189.53,1
304,154.86,157.59,4.85,1.05,31.05,102.8,23.89,1
305,63.21,50.02,2.73,1.76,24.57,216.03,167.56,1
306,108.2,102.83,3.77,1.41,27.75,160.44,97.03,1
307,93.41,85.47,3.43,1.52,26.7,178.72,120.22,1
308,127.0,124.9,4.21,1.26,29.08,137.21,67.56,1
309,65.9,53.19,2.79,1.74,24.76,212.7,163.33,1
310,91.93,83.73,3.4,1.53,26.6,180.54,122.53,1
311,103.88,97.75,3.67,1.44,27.44,165.79,103.81,1
312,131.19,129.82,4.31,1.23,29.38,132.03,60.99,1
313,68.12,55.79,2.84,1.72,24.91,209.96,159.86,1
314,156.94,160.04,4.9,1.03,31.2,100.22,20.62,1
315,102.87,96.57,3.65,1.45,27.37,167.03,105.39,1
316,50.09,34.63,2.43,1.86,23.64,232.24,188.12,1
317,68.03,55.68,2.84,1.72,24.91,210.07,160.0,1
318,73.56,62.17,2.97,1.68,25.3,203.24,151.33,1
319,54.91,40.28,2.54,1.82,23.98,226.28,180.56,1
320,143.12,143.82,4.58,1.14,30.22,117.3,42.29,1
321,115.09,110.92,3.93,1.36,28.24,151.93,86.23,1
322,104.84,98.88,3.7,1.43,27.51,164.6,102.3,1
323,106.65,101.01,3.74,1.42,27.64,162.36,99.47,1
324,121.42,118.34,4.08,1.31,28.69,144.11,76.31,1
325,66.98,54.44,2.82,1.73,24.83,211.38,161.65,1
326,65.08,52.22,2.77,1.74,24.7,213.72,164.62,1
327,44.21,27.73,2.29,1.9,23.22,239.5,197.33,1
328,41.8,24.89,2.23,1.92,23.05,242.48,201.12,1
329,140.51,140.76,4.52,1.16,30.04,120.52,46.38,1
330,150.56,152.55,4.75,1.08,30.75,108.1,30.62,1
331,145.64,146.77,4.64,1.12,30.4,114.19,38.34,1
332,101.01,94.39,3.61,1.46,27.24,169.33,108.3,1
333,107.17,101.62,3.75,1.42,27.68,161.72,98.65,1
334,109.89,104.81,3.81,1.4,27.87,158.35,94.38,1
335,52.52,37.47,2.48,1.84,23.81,229.24,184.32,1
336,108.66,103.37,3.78,1.41,27.78,159.87,96.3,1
337,114.56,110.29,3.92,1.36,28.2,152.59,87.07,1
338,133.96,133.06,4.37,1.21,29.57,128.62,56.65,1
339,110.83,105.91,3.83,1.39,27.94,157.2,92.91,1
340,133.02,131.96,4.35,1.22,29.51,129.78,58.13,1
341,111.64,106.86,3.85,1.38,27.99,156.2,91.64,1
342,156.13,159.09,4.88,1.04,31.14,101.23,21.9,1
343,159.24,162.74,4.96,1.01,31.36,97.38,17.02,1
344,116.76,112.87,3.97,1.34,28.36,149.87,83.61,1
345,123.1,120.32,4.12,1.29,28.81,142.03,73.67,1
346,141.77,142.24,4.55,1.15,30.13,118.96,44.4,1
347,55.79,41.32,2.56,1.81,24.04,225.19,179.18,1
348,88.92,80.2,3.33,1.56,26.39,184.26,127.25,1
349,154.56,157.25,4.85,1.05,31.03,103.16,24.35,1
350,157.12,160.25,4.91,1.03,31.21,100.0,20.35,1
351,127.25,125.19,4.21,1.26,29.1,136.9,67.17,1
352,106.69,101.06,3.74,1.42,27.64,162.31,99.4,1
353,48.38,32.62,2.39,1.87,23.52,234.35,190.8,1
354,90.29,81.81,3.36,1.55,26.48,182.57,125.1,1
355,113.08,108.56,3.89,1.37,28.1,154.41,89.37,1
356,114.35,110.05,3.92,1.36,28.19,152.84,87.39,1
357,74.57,63.36,2.99,1.67,25.37,201.99,149.75,1
358,160.85,164.62,4.99,1.0,31.48,95.4,14.5,1
359,98.94,91.96,3.56,1.48,27.1,171.89,111.55,1
360,58.59,44.6,2.62,1.79,24.24,221.74,174.8,1
361,112.75,108.17,3.88,1.37,28.07,154.82,89.9,1
362,56.89,42.61,2.58,1.81,24.12,223.83,177.46,1
363,129.87,128.26,4.27,1.24,29.28,133.67,63.06,1
364,57.01,42.75,2.59,1.8,24.13,223.68,177.27,1
365,101.81,95.33,3.62,1.46,27.3,168.34,107.05,1
366,157.88,161.15,4.92,1.03,31.27,99.06,19.15,1
367,53.56,38.7,2.51,1.83,23.88,227.95,182.68,1
368,109.31,104.13,3.8,1.4,27.83,159.07,95.29,1
369,69.23,57.09,2.87,1.71,24.99,208.59,158.12,1
370,121.29,118.2,4.08,1.31,28.68,144.26,76.5,1
371,112.21,107.54,3.87,1.38,28.03,155.48,90.74,1
372,139.15,139.15,4.49,1.17,29.94,122.21,48.52,1
373,77.68,67.01,3.07,1.64,25.59,198.15,144.87,1
374,141.15,141.5,4.54,1.15,30.08,119.74,45.38,1
