,nuc,aexp,nd,ns,age,la,ld,target
0,20.12,143.0,11.0,1.0,11.81,156.0,134.0,True
1,19.67,146.0,9.0,1.0,3.27,504.0,48.0,True
2,18.26,158.0,10.0,1.0,4.11,121.0,37.0,True
3,21.15,160.0,8.0,1.0,0.92,128.0,68.0,True
4,22.62,164.0,6.0,1.0,1.77,386.0,72.0,True
5,24.92,174.0,8.0,1.0,7.0,189.0,0.0,True
6,30.85,176.0,7.0,1.0,19.85,65.0,44.0,True
7,56.25,194.0,6.0,1.0,2.25,125.0,4.0,True
8,73.0,201.0,5.0,1.0,24.29,97.0,98.0,True
9,45.62,207.0,4.0,1.0,5.0,260.0,88.0,True
10,47.45,213.0,4.0,1.0,0.91,307.0,144.0,True
11,59.67,165.0,9.0,1.0,51.5,162.0,69.0,True
12,123.0,236.0,4.0,1.0,37.0,39.0,3.0,True
13,45.28,241.0,6.0,1.0,24.44,256.0,44.0,True
14,52.9,285.0,7.0,3.0,81.8,28.0,9.0,True
15,56.78,248.0,11.0,1.0,115.22,364.0,234.0,True
16,120.43,250.0,6.0,1.0,6.57,707.0,1.0,True
17,194.0,255.0,4.0,1.0,14.6,44.0,4.0,True
18,145.29,196.0,5.0,1.0,14.29,305.0,28.0,True
19,7.57,195.0,4.0,1.0,0.0,644.0,2.0,True
20,131.75,224.0,6.0,1.0,48.62,217.0,17.0,True
21,23.34,240.0,9.0,2.0,25.05,224.0,255.0,True
22,142.71,273.0,5.0,1.0,66.43,438.0,51.0,True
23,36.53,256.0,12.0,1.0,55.94,1468.0,517.0,True
24,52.46,258.0,13.0,2.0,73.54,1064.0,208.0,True
25,197.83,278.0,5.0,1.0,4.5,79.0,7.0,True
26,151.75,201.0,7.0,1.0,17.5,130.0,10.0,True
27,94.29,272.0,8.0,1.0,52.93,236.0,25.0,True
28,159.25,223.0,5.0,1.0,27.0,133.0,43.0,True
29,171.0,285.0,6.0,2.0,26.57,62.0,5.0,True
30,17.36,237.0,7.0,1.0,17.79,523.0,171.0,True
31,132.5,240.0,5.0,2.0,24.0,98.0,34.0,True
32,83.33,285.0,11.0,2.0,17.44,174.0,64.0,True
33,91.81,286.0,12.0,2.0,19.56,75.0,29.0,True
34,65.19,291.0,12.0,1.0,33.43,342.0,324.0,True
35,62.8,311.0,12.0,1.0,75.2,123.0,119.0,True
36,104.91,322.0,4.0,1.0,94.36,176.0,3.0,True
37,149.0,344.0,5.0,1.0,3.7,75.0,79.0,True
38,45.07,307.0,10.0,2.0,3.29,18.0,96.0,True
39,24.04,313.0,10.0,2.0,1.3,55.0,68.0,True
40,135.63,241.32,5.65,1.0,54.92,295.12,29.02,True
41,140.95,265.13,5.16,1.0,63.57,402.49,45.54,True
42,135.4,240.33,5.67,1.0,54.56,290.67,28.33,True
43,132.43,227.04,5.94,1.0,49.73,230.73,19.11,True
44,140.76,264.28,5.18,1.0,63.26,398.68,44.95,True
45,140.45,262.87,5.21,1.0,62.75,392.32,43.97,True
46,142.44,271.78,5.02,1.0,65.98,432.48,50.15,True
47,141.96,269.63,5.07,1.0,65.2,422.78,48.66,True
48,139.23,257.42,5.32,1.0,60.77,367.72,40.19,True
49,131.8,224.23,6.0,1.0,48.71,218.03,17.16,True
50,136.25,244.12,5.59,1.0,55.94,307.76,30.96,True
51,140.44,262.85,5.21,1.0,62.74,392.21,43.95,True
52,133.1,230.04,5.88,1.0,50.82,244.22,21.19,True
53,134.75,237.39,5.73,1.0,53.49,277.39,26.29,True
54,134.68,237.09,5.73,1.0,53.38,276.06,26.09,True
55,132.98,229.51,5.89,1.0,50.63,241.84,20.82,True
56,134.24,235.13,5.77,1.0,52.67,267.2,24.72,True
57,141.03,265.49,5.15,1.0,63.7,404.14,45.79,True
58,138.69,255.0,5.37,1.0,59.89,356.83,38.51,True
59,136.37,244.64,5.58,1.0,56.13,310.1,31.32,True
60,136.15,243.64,5.6,1.0,55.76,305.6,30.63,True
61,137.67,250.46,5.46,1.0,58.24,336.36,35.36,True
62,141.65,268.25,5.1,1.0,64.7,416.57,47.7,True
63,136.9,247.03,5.53,1.0,56.99,320.89,32.98,True
64,137.59,250.1,5.47,1.0,58.11,334.71,35.11,True
65,136.04,243.19,5.61,1.0,55.6,303.54,30.31,True
66,140.21,261.79,5.23,1.0,62.36,387.46,43.22,True
67,142.71,272.96,5.0,1.0,66.42,437.84,50.97,True
68,141.89,269.3,5.08,1.0,65.08,421.31,48.43,True
69,136.38,244.71,5.58,1.0,56.15,310.4,31.37,True
70,139.78,259.88,5.27,1.0,61.66,378.84,41.9,True
71,137.55,249.94,5.47,1.0,58.05,333.98,35.0,True
72,132.62,227.87,5.92,1.0,50.03,234.47,19.69,True
73,133.79,233.1,5.81,1.0,51.93,258.07,23.32,True
74,134.71,237.25,5.73,1.0,53.44,276.74,26.19,True
75,138.15,252.61,5.42,1.0,59.02,346.03,36.85,True
76,135.74,241.81,5.64,1.0,55.1,297.33,29.36,True
77,141.47,267.43,5.11,1.0,64.4,412.86,47.13,True
78,132.58,227.7,5.92,1.0,49.97,233.7,19.57,True
79,132.38,226.82,5.94,1.0,49.65,229.72,18.96,True
80,140.13,261.45,5.24,1.0,62.23,385.9,42.98,True
81,140.23,261.91,5.23,1.0,62.4,387.97,43.3,True
82,142.12,270.37,5.05,1.0,65.47,426.12,49.17,True
83,141.65,268.23,5.1,1.0,64.7,416.49,47.69,True
84,135.08,238.89,5.7,1.0,54.04,284.16,27.33,True
85,132.94,229.32,5.89,1.0,50.56,241.01,20.69,True
86,136.72,246.23,5.55,1.0,56.7,317.26,32.42,True
87,141.55,267.81,5.11,1.0,64.54,414.61,47.4,True
88,140.15,261.54,5.23,1.0,62.27,386.33,43.05,True
89,138.5,254.15,5.38,1.0,59.58,352.99,37.92,True
90,133.0,229.59,5.89,1.0,50.66,242.22,20.88,True
91,142.38,271.49,5.03,1.0,65.88,431.17,49.95,True
92,135.89,242.49,5.62,1.0,55.34,300.42,29.83,True
93,139.86,260.26,5.26,1.0,61.8,380.52,42.16,True
94,132.37,226.77,5.94,1.0,49.63,229.5,18.92,True
95,136.08,243.35,5.61,1.0,55.66,304.29,30.43,True
96,135.26,239.67,5.68,1.0,54.32,287.67,27.87,True
97,142.37,271.46,5.03,1.0,65.87,431.06,49.93,True
98,133.54,232.02,5.84,1.0,51.54,253.15,22.56,True
99,141.93,269.49,5.07,1.0,65.15,422.17,48.56,True
100,133.95,233.82,5.8,1.0,52.19,261.3,23.81,True
101,141.64,268.19,5.1,1.0,64.68,416.31,47.66,True
102,139.4,258.19,5.3,1.0,61.05,371.22,40.73,True
103,137.97,251.8,5.43,1.0,58.73,342.37,36.29,True
104,140.49,263.07,5.2,1.0,62.82,393.24,44.11,True
105,136.51,245.29,5.57,1.0,56.36,313.0,31.77,True
106,137.48,249.63,5.48,1.0,57.94,332.58,34.78,True
107,141.77,268.79,5.09,1.0,64.9,419.02,48.08,True
108,135.02,238.62,5.7,1.0,53.94,282.94,27.15,True
109,137.67,250.46,5.46,1.0,58.24,336.34,35.36,True
110,133.01,229.62,5.89,1.0,50.67,242.37,20.9,True
111,141.68,268.36,5.09,1.0,64.74,417.06,47.78,True
112,136.04,243.18,5.61,1.0,55.59,303.51,30.31,True
113,134.43,235.99,5.76,1.0,52.98,271.08,25.32,True
114,134.91,238.11,5.71,1.0,53.75,280.66,26.79,True
115,131.77,224.09,6.0,1.0,48.66,217.41,17.06,True
116,142.52,272.14,5.02,1.0,66.12,434.14,50.41,True
117,141.64,268.18,5.1,1.0,64.68,416.27,47.66,True
118,136.13,243.58,5.6,1.0,55.74,305.29,30.58,True
119,139.0,256.41,5.34,1.0,60.4,363.19,39.49,True
120,141.11,265.84,5.15,1.0,63.83,405.72,46.03,True
121,142.09,270.19,5.06,1.0,65.41,425.34,49.05,True
122,138.35,253.51,5.4,1.0,59.35,350.11,37.48,True
123,135.66,241.49,5.64,1.0,54.98,295.88,29.13,True
124,132.6,227.8,5.92,1.0,50.01,234.13,19.64,True
125,132.11,225.59,5.97,1.0,49.2,224.19,18.11,True
126,136.31,244.39,5.58,1.0,56.03,308.96,31.15,True
127,138.79,255.45,5.36,1.0,60.05,358.84,38.82,True
128,140.68,263.92,5.19,1.0,63.13,397.04,44.7,True
129,133.57,232.15,5.83,1.0,51.59,253.75,22.65,True
130,134.26,235.23,5.77,1.0,52.7,267.64,24.79,True
131,140.45,262.9,5.21,1.0,62.76,392.42,43.99,True
132,140.25,261.98,5.22,1.0,62.42,388.3,43.35,True
133,138.87,255.83,5.35,1.0,60.19,360.54,39.08,True
134,132.84,228.89,5.9,1.0,50.4,239.07,20.39,True
135,137.47,249.54,5.48,1.0,57.91,332.2,34.72,True
136,132.78,228.58,5.91,1.0,50.29,237.67,20.18,True
137,142.29,271.09,5.04,1.0,65.73,429.37,49.67,True
138,138.77,255.37,5.36,1.0,60.02,358.48,38.77,True
139,140.09,261.28,5.24,1.0,62.17,385.13,42.87,True
140,134.06,234.3,5.79,1.0,52.37,263.47,24.15,True
141,140.32,262.29,5.22,1.0,62.54,389.67,43.57,True
142,137.4,249.23,5.49,1.0,57.79,330.81,34.51,True
143,142.6,272.47,5.01,1.0,66.24,435.62,50.63,True
144,141.07,265.65,5.15,1.0,63.76,404.87,45.9,True
145,137.86,251.28,5.44,1.0,58.54,340.05,35.93,True
146,132.73,228.36,5.91,1.0,50.21,236.69,20.03,True
147,136.03,243.15,5.61,1.0,55.58,303.35,30.29,True
148,136.36,244.58,5.58,1.0,56.1,309.83,31.28,True
149,141.39,267.09,5.12,1.0,64.28,411.37,46.9,True
150,141.11,265.84,5.15,1.0,63.83,405.69,46.03,True
151,140.22,261.83,5.23,1.0,62.37,387.64,43.25,True
152,134.97,238.4,5.71,1.0,53.86,281.94,26.99,True
153,141.88,269.26,5.08,1.0,65.07,421.12,48.4,True
154,138.55,254.37,5.38,1.0,59.66,353.99,38.08,True
155,133.35,231.17,5.85,1.0,51.23,249.33,21.97,True
156,141.57,267.88,5.1,1.0,64.57,414.91,47.45,True
157,142.65,272.7,5.01,1.0,66.32,436.66,50.79,True
158,136.65,245.89,5.55,1.0,56.58,315.73,32.19,True
159,136.65,245.9,5.55,1.0,56.58,315.77,32.2,True
160,132.34,226.63,5.95,1.0,49.58,228.87,18.83,True
161,136.36,244.59,5.58,1.0,56.11,309.87,31.29,True
162,140.32,262.28,5.22,1.0,62.53,389.65,43.56,True
163,141.06,265.61,5.15,1.0,63.74,404.66,45.87,True
164,133.95,233.81,5.8,1.0,52.19,261.25,23.81,True
165,134.68,237.11,5.73,1.0,53.39,276.14,26.1,True
166,134.73,237.32,5.73,1.0,53.46,277.07,26.24,True
167,140.45,262.89,5.21,1.0,62.75,392.39,43.98,True
