,nuc,aexp,nd,ns,age,la,ld,target
0,388.0,111.0,2.0,2.0,137.0,4.0,1.0,True
1,268.33,112.0,3.0,2.0,132.33,21.0,6.0,True
2,389.0,113.0,2.0,2.0,143.5,7.0,4.0,True
3,397.5,17.0,2.0,2.0,145.5,4.0,0.0,True
4,406.0,36.0,2.0,2.0,175.0,7.0,0.0,True
5,326.5,50.0,2.0,1.0,77.5,2.0,1.0,True
6,244.33,112.0,3.0,1.0,68.0,49.0,6.0,True
7,380.0,120.0,2.0,1.0,30.5,4.0,1.0,True
8,255.33,168.0,2.0,1.0,87.33,74.0,24.0,True
9,200.5,127.0,3.0,1.0,105.25,52.0,14.0,True
10,275.0,135.0,2.0,1.0,45.33,50.0,4.0,True
11,279.67,149.0,2.0,1.0,175.67,112.0,0.0,True
12,427.0,155.0,2.0,1.0,12.0,4.0,0.0,True
13,425.5,162.0,2.0,1.0,81.0,8.0,0.0,True
14,288.33,69.0,3.0,1.0,53.0,31.0,1.0,True
15,287.0,166.0,2.0,1.0,120.0,46.0,0.0,True
16,290.33,172.0,3.0,1.0,77.67,8.0,1.0,True
17,295.33,185.0,3.0,1.0,62.0,11.0,0.0,True
18,303.33,194.0,2.0,1.0,83.67,88.0,1.0,True
19,457.0,199.0,2.0,1.0,18.0,5.0,0.0,True
20,456.5,203.0,2.0,1.0,18.5,193.0,190.0,True
21,230.5,206.0,2.0,1.0,137.0,178.0,44.0,True
22,309.0,189.0,2.0,1.0,27.0,39.0,2.0,True
23,244.75,234.0,3.0,1.0,147.0,63.0,75.0,True
24,479.5,87.0,2.0,1.0,7.0,72.0,24.0,True
25,316.33,239.0,2.0,1.0,74.67,112.0,3.0,True
26,318.0,244.0,2.0,1.0,147.67,126.0,11.0,True
27,322.33,89.0,3.0,1.0,84.0,6.0,25.0,True
28,328.0,18.0,2.0,1.0,87.67,159.0,5.0,True
29,330.67,220.0,3.0,1.0,52.33,12.0,0.0,True
30,512.0,210.0,2.0,1.0,111.0,56.0,0.0,True
31,343.67,218.0,2.0,1.0,74.67,225.0,113.0,True
32,539.0,66.0,2.0,1.0,87.0,4.0,0.0,True
33,380.33,293.0,2.0,1.0,44.67,103.0,0.0,True
34,385.33,323.0,2.0,1.0,121.0,53.0,0.0,True
35,382.0,325.0,3.0,1.0,132.0,10.0,0.0,True
36,575.0,330.0,2.0,1.0,99.0,20.0,0.0,True
37,389.33,301.0,2.0,1.0,54.33,135.0,11.0,True
38,582.0,276.0,2.0,1.0,197.5,2.0,4.0,True
39,390.67,56.0,2.0,1.0,74.33,95.0,2.0,True
40,421.53,199.68,2.0,1.0,20.52,156.49,145.42,True
41,432.42,200.71,2.0,1.0,19.89,167.86,159.31,True
42,315.26,189.59,2.0,1.0,26.64,45.54,9.98,True
43,369.24,194.72,2.0,1.0,23.53,101.89,78.78,True
44,368.16,194.62,2.0,1.0,23.59,100.77,77.41,True
45,391.05,196.79,2.0,1.0,22.27,124.66,106.58,True
46,400.48,197.68,2.0,1.0,21.73,134.51,118.6,True
47,331.72,191.16,2.0,1.0,25.69,62.72,30.95,True
48,411.82,198.76,2.0,1.0,21.07,146.36,133.06,True
49,407.58,198.36,2.0,1.0,21.32,141.93,127.65,True
50,335.72,191.54,2.0,1.0,25.46,66.9,36.06,True
51,386.87,196.39,2.0,1.0,22.51,120.3,101.25,True
52,421.56,199.68,2.0,1.0,20.51,156.52,145.47,True
53,339.36,191.88,2.0,1.0,25.25,70.7,40.7,True
54,416.95,199.25,2.0,1.0,20.78,151.71,139.59,True
55,391.61,196.84,2.0,1.0,22.24,125.25,107.3,True
56,338.85,191.83,2.0,1.0,25.28,70.16,40.04,True
57,319.44,189.99,2.0,1.0,26.4,49.9,15.3,True
58,371.8,194.96,2.0,1.0,23.38,104.57,82.05,True
59,348.35,192.74,2.0,1.0,24.73,80.09,52.16,True
60,357.69,193.62,2.0,1.0,24.19,89.83,64.05,True
61,388.51,196.55,2.0,1.0,22.42,122.02,103.34,True
62,348.09,192.71,2.0,1.0,24.75,79.82,51.83,True
63,400.07,197.64,2.0,1.0,21.75,134.08,118.08,True
64,320.01,190.05,2.0,1.0,26.37,50.5,16.04,True
65,420.48,199.58,2.0,1.0,20.58,155.39,144.09,True
66,344.27,192.35,2.0,1.0,24.97,75.82,46.95,True
67,310.33,189.13,2.0,1.0,26.92,40.39,3.69,True
68,444.02,201.82,2.0,1.0,19.22,179.97,174.09,True
69,417.64,199.31,2.0,1.0,20.74,152.42,140.47,True
70,369.78,194.77,2.0,1.0,23.5,102.46,79.47,True
71,333.65,191.34,2.0,1.0,25.58,64.74,33.42,True
72,393.5,197.02,2.0,1.0,22.13,127.22,109.7,True
73,433.61,200.83,2.0,1.0,19.82,169.1,160.82,True
74,357.36,193.59,2.0,1.0,24.21,89.5,63.64,True
75,326.03,190.62,2.0,1.0,26.02,56.78,23.7,True
76,388.28,196.53,2.0,1.0,22.43,121.78,103.05,True
77,417.17,199.27,2.0,1.0,20.77,151.93,139.87,True
78,421.72,199.7,2.0,1.0,20.5,156.69,145.68,True
79,432.7,200.74,2.0,1.0,19.87,168.16,159.67,True
80,374.68,195.23,2.0,1.0,23.22,107.57,85.71,True
