,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,56.0,26.0,1.0,1.0,15.0,9.0,25.0,6.0,True
1,42.0,47.0,1.0,1.0,3.0,28.0,12.0,6.0,True
2,53.0,180.0,1.0,1.0,1.0,64.0,6.0,3.0,True
3,54.0,181.0,1.0,1.0,0.0,65.0,2.0,5.0,True
4,35.0,31.0,1.0,1.0,22.0,26.0,1.0,1.0,True
5,34.0,35.0,1.0,1.0,3.0,30.0,3.0,1.0,True
6,57.0,69.0,1.0,1.0,1.0,62.0,1.0,1.0,True
7,32.0,20.0,1.0,1.0,25.5,17.0,27.0,22.0,True
8,39.0,124.0,1.0,1.0,34.0,78.0,1.0,1.0,True
9,41.0,136.0,1.0,1.0,4.0,87.0,1.0,1.0,True
10,45.0,161.0,1.0,1.0,22.0,102.0,18.0,0.0,True
11,42.0,5.0,1.0,1.0,20.0,4.0,50.0,39.0,True
12,51.0,11.0,1.0,1.0,0.0,10.0,2.0,2.0,True
13,35.0,30.0,1.0,1.0,17.0,25.0,27.0,1.0,True
14,33.0,37.0,1.0,1.0,10.0,29.0,9.0,6.0,True
15,34.0,66.0,1.0,1.0,0.0,50.0,4.0,4.0,True
16,45.0,67.0,1.0,1.0,4.0,51.0,30.0,13.0,True
17,57.0,71.0,1.0,1.0,0.0,54.0,4.0,3.0,True
18,58.0,72.0,1.0,1.0,0.0,55.0,1.0,1.0,True
19,43.0,108.0,1.0,1.0,64.0,85.0,15.0,3.0,True
20,40.5,131.0,1.0,1.0,18.5,99.0,66.0,20.0,True
21,54.0,141.0,1.0,1.0,40.0,105.0,16.0,0.0,True
22,40.0,172.0,1.0,1.0,19.0,126.0,26.0,18.0,True
23,50.0,32.0,1.0,1.0,0.0,18.0,3.0,2.0,True
24,41.0,41.0,1.0,1.0,2.0,25.0,22.0,3.0,True
25,42.0,42.0,1.0,1.0,0.0,26.0,29.0,42.0,True
26,43.0,45.0,1.0,1.0,0.0,29.0,1.0,1.0,True
27,40.0,107.0,1.0,1.0,44.0,51.0,3.0,1.0,True
28,33.0,162.0,1.0,1.0,19.0,0.0,9.0,9.0,True
29,35.0,186.0,1.0,1.0,12.0,2.0,7.0,7.0,True
30,49.0,61.0,1.0,1.0,20.0,16.0,2.0,0.0,True
31,35.0,63.0,1.0,1.0,1.0,18.0,17.0,17.0,True
32,33.0,69.0,1.0,1.0,55.0,2.0,134.0,65.0,True
33,30.0,72.0,1.0,1.0,11.0,11.0,66.0,38.0,True
34,52.0,81.0,1.0,1.0,20.0,21.0,3.0,0.0,True
35,53.0,74.0,1.0,1.0,0.0,1.0,10.0,0.0,True
36,34.0,112.0,1.0,1.0,6.0,34.0,34.0,1.0,True
37,58.0,116.0,1.0,1.0,6.0,38.0,2.0,0.0,True
38,36.0,117.0,1.0,1.0,8.0,39.0,28.0,0.0,True
39,59.0,118.0,1.0,1.0,1.0,40.0,8.0,2.0,True
40,40.37,141.69,1.0,1.0,18.63,106.04,55.57,19.48,True
41,40.1,163.97,1.0,1.0,18.9,120.71,33.83,18.39,True
42,40.16,158.5,1.0,1.0,18.84,117.11,39.17,18.66,True
43,40.12,162.17,1.0,1.0,18.88,119.53,35.59,18.48,True
44,40.14,160.49,1.0,1.0,18.86,118.42,37.23,18.56,True
45,40.45,134.99,1.0,1.0,18.55,101.63,62.1,19.81,True
46,40.48,132.65,1.0,1.0,18.52,100.09,64.39,19.92,True
47,40.11,162.63,1.0,1.0,18.89,119.83,35.14,18.46,True
48,40.14,160.87,1.0,1.0,18.86,118.67,36.86,18.54,True
49,40.01,171.22,1.0,1.0,18.99,125.48,26.76,18.04,True
50,40.27,149.75,1.0,1.0,18.73,111.35,47.71,19.09,True
51,40.25,151.57,1.0,1.0,18.75,112.55,45.93,19.0,True
52,40.47,133.13,1.0,1.0,18.53,100.41,63.92,19.9,True
53,40.01,171.26,1.0,1.0,18.99,125.51,26.72,18.04,True
54,40.08,165.42,1.0,1.0,18.92,121.67,32.42,18.32,True
55,40.15,159.82,1.0,1.0,18.85,117.98,37.88,18.59,True
56,40.23,153.01,1.0,1.0,18.77,113.49,44.53,18.93,True
57,40.12,162.37,1.0,1.0,18.88,119.66,35.39,18.47,True
58,40.24,152.21,1.0,1.0,18.76,112.97,45.31,18.97,True
59,40.01,171.18,1.0,1.0,18.99,125.46,26.8,18.04,True
60,40.17,158.07,1.0,1.0,18.83,116.83,39.59,18.68,True
61,40.17,157.94,1.0,1.0,18.83,116.74,39.72,18.69,True
62,40.01,171.54,1.0,1.0,18.99,125.7,26.45,18.02,True
63,40.22,154.0,1.0,1.0,18.78,114.15,43.56,18.88,True
64,40.02,170.18,1.0,1.0,18.98,124.8,27.78,18.09,True
65,40.19,156.8,1.0,1.0,18.81,115.99,40.83,18.74,True
66,40.13,161.22,1.0,1.0,18.87,118.9,36.51,18.53,True
67,40.28,149.05,1.0,1.0,18.72,110.89,48.39,19.12,True
68,40.17,158.29,1.0,1.0,18.83,116.97,39.38,18.67,True
69,40.11,163.02,1.0,1.0,18.89,120.09,34.76,18.44,True
70,40.31,146.33,1.0,1.0,18.69,109.1,51.04,19.25,True
71,40.27,150.25,1.0,1.0,18.73,111.68,47.22,19.06,True
72,40.35,143.48,1.0,1.0,18.65,107.22,53.82,19.39,True
73,40.1,163.62,1.0,1.0,18.9,120.48,34.18,18.41,True
74,40.0,171.96,1.0,1.0,19.0,125.98,26.04,18.0,True
75,40.32,145.84,1.0,1.0,18.68,108.77,51.53,19.28,True
76,40.05,167.74,1.0,1.0,18.95,123.19,30.16,18.21,True
77,40.1,163.98,1.0,1.0,18.9,120.72,33.83,18.39,True
78,40.27,149.98,1.0,1.0,18.73,111.5,47.48,19.07,True
79,40.33,144.57,1.0,1.0,18.67,107.94,52.76,19.34,True
80,40.38,141.07,1.0,1.0,18.62,105.63,56.18,19.51,True
81,40.3,147.49,1.0,1.0,18.7,109.86,49.91,19.2,True
82,40.33,144.83,1.0,1.0,18.67,108.11,52.5,19.33,True
83,40.22,153.84,1.0,1.0,18.78,114.04,43.72,18.89,True
84,40.32,145.95,1.0,1.0,18.68,108.84,51.42,19.27,True
85,40.12,161.78,1.0,1.0,18.88,119.27,35.97,18.5,True
86,40.12,161.98,1.0,1.0,18.88,119.4,35.77,18.49,True
87,40.0,171.81,1.0,1.0,19.0,125.87,26.19,18.01,True
88,40.14,160.13,1.0,1.0,18.86,118.18,37.58,18.58,True
89,40.2,155.97,1.0,1.0,18.8,115.44,41.64,18.78,True
90,40.0,171.79,1.0,1.0,19.0,125.86,26.2,18.01,True
91,40.33,144.77,1.0,1.0,18.67,108.07,52.57,19.33,True
92,40.0,171.72,1.0,1.0,19.0,125.82,26.27,18.01,True
93,40.23,152.96,1.0,1.0,18.77,113.46,44.58,18.93,True
94,40.05,168.26,1.0,1.0,18.95,123.54,29.65,18.18,True
95,40.19,156.26,1.0,1.0,18.81,115.63,41.36,18.77,True
96,40.07,166.62,1.0,1.0,18.93,122.46,31.25,18.26,True
97,40.2,155.41,1.0,1.0,18.8,115.07,42.19,18.81,True
98,40.11,162.75,1.0,1.0,18.89,119.91,35.02,18.45,True
99,40.07,166.58,1.0,1.0,18.93,122.43,31.28,18.26,True
100,40.18,157.44,1.0,1.0,18.82,116.41,40.21,18.71,True
101,40.26,151.08,1.0,1.0,18.74,112.23,46.41,19.02,True
102,40.1,163.51,1.0,1.0,18.9,120.41,34.28,18.41,True
103,40.39,140.06,1.0,1.0,18.61,104.97,57.16,19.56,True
104,40.46,134.41,1.0,1.0,18.54,101.24,62.68,19.83,True
105,40.35,143.5,1.0,1.0,18.65,107.23,53.81,19.39,True
106,40.15,159.51,1.0,1.0,18.85,117.77,38.19,18.61,True
107,40.24,152.08,1.0,1.0,18.76,112.88,45.43,18.97,True
108,40.18,157.47,1.0,1.0,18.82,116.43,40.17,18.71,True
109,40.11,162.58,1.0,1.0,18.89,119.8,35.19,18.46,True
110,40.33,144.91,1.0,1.0,18.67,108.16,52.43,19.32,True
111,40.04,168.61,1.0,1.0,18.96,123.77,29.31,18.17,True
112,40.33,144.72,1.0,1.0,18.67,108.04,52.61,19.33,True
113,40.09,165.0,1.0,1.0,18.91,121.39,32.83,18.34,True
114,40.22,153.85,1.0,1.0,18.78,114.05,43.7,18.89,True
115,40.18,157.33,1.0,1.0,18.82,116.34,40.31,18.72,True
116,40.27,149.91,1.0,1.0,18.73,111.45,47.55,19.08,True
117,40.17,158.02,1.0,1.0,18.83,116.8,39.63,18.68,True
118,40.46,133.96,1.0,1.0,18.54,100.95,63.11,19.86,True
119,40.26,150.7,1.0,1.0,18.74,111.97,46.78,19.04,True
120,40.13,160.95,1.0,1.0,18.87,118.72,36.78,18.54,True
121,40.36,142.86,1.0,1.0,18.64,106.81,54.43,19.42,True
122,40.09,164.55,1.0,1.0,18.91,121.1,33.27,18.36,True
123,40.07,165.87,1.0,1.0,18.93,121.96,31.98,18.3,True
124,40.47,133.14,1.0,1.0,18.53,100.41,63.91,19.9,True
125,40.11,162.72,1.0,1.0,18.89,119.89,35.06,18.45,True
126,40.35,143.17,1.0,1.0,18.65,107.01,54.13,19.41,True
127,40.39,139.97,1.0,1.0,18.61,104.91,57.25,19.56,True
128,40.46,134.57,1.0,1.0,18.54,101.35,62.52,19.83,True
129,40.19,156.18,1.0,1.0,18.81,115.58,41.44,18.77,True
130,40.36,142.11,1.0,1.0,18.64,106.32,55.16,19.46,True
131,40.34,144.3,1.0,1.0,18.66,107.76,53.03,19.35,True
132,40.08,165.65,1.0,1.0,18.92,121.82,32.2,18.31,True
133,40.03,169.18,1.0,1.0,18.97,124.14,28.75,18.14,True
134,40.48,132.73,1.0,1.0,18.52,100.14,64.31,19.92,True
135,40.34,144.03,1.0,1.0,18.66,107.58,53.29,19.36,True
136,40.28,149.28,1.0,1.0,18.72,111.04,48.16,19.11,True
137,40.44,135.63,1.0,1.0,18.56,102.05,61.49,19.77,True
138,40.01,171.46,1.0,1.0,18.99,125.65,26.52,18.03,True
139,40.26,150.71,1.0,1.0,18.74,111.98,46.77,19.04,True
140,40.42,137.79,1.0,1.0,18.58,103.47,59.37,19.67,True
141,40.12,162.4,1.0,1.0,18.88,119.68,35.37,18.47,True
142,40.26,150.87,1.0,1.0,18.74,112.08,46.62,19.03,True
143,40.04,169.01,1.0,1.0,18.96,124.03,28.92,18.15,True
144,40.25,151.54,1.0,1.0,18.75,112.52,45.96,19.0,True
145,40.05,167.73,1.0,1.0,18.95,123.19,30.17,18.21,True
146,40.18,157.19,1.0,1.0,18.82,116.24,40.45,18.72,True
147,40.03,169.21,1.0,1.0,18.97,124.16,28.73,18.14,True
148,40.04,168.98,1.0,1.0,18.96,124.01,28.94,18.15,True
149,40.08,165.69,1.0,1.0,18.92,121.84,32.16,18.31,True
150,40.27,149.75,1.0,1.0,18.73,111.35,47.71,19.09,True
151,40.44,136.32,1.0,1.0,18.56,102.5,60.81,19.74,True
152,40.25,151.6,1.0,1.0,18.75,112.57,45.9,19.0,True
153,40.3,147.67,1.0,1.0,18.7,109.98,49.74,19.19,True
154,40.12,161.85,1.0,1.0,18.88,119.31,35.91,18.5,True
155,40.26,150.28,1.0,1.0,18.74,111.69,47.19,19.06,True
156,40.39,139.72,1.0,1.0,18.61,104.75,57.49,19.57,True
157,40.15,159.36,1.0,1.0,18.85,117.68,38.33,18.62,True
158,40.48,133.04,1.0,1.0,18.52,100.34,64.01,19.9,True
159,40.25,151.32,1.0,1.0,18.75,112.38,46.18,19.01,True
160,40.14,160.8,1.0,1.0,18.86,118.62,36.93,18.55,True
161,40.22,153.78,1.0,1.0,18.78,114.0,43.77,18.89,True
162,40.12,162.01,1.0,1.0,18.88,119.42,35.75,18.49,True
163,40.48,132.47,1.0,1.0,18.52,99.97,64.57,19.93,True
164,40.37,141.66,1.0,1.0,18.63,106.02,55.6,19.48,True
165,40.47,133.34,1.0,1.0,18.53,100.54,63.72,19.89,True
166,40.38,141.25,1.0,1.0,18.62,105.75,56.0,19.5,True
167,40.11,162.84,1.0,1.0,18.89,119.97,34.93,18.45,True
168,40.33,144.8,1.0,1.0,18.67,108.09,52.54,19.33,True
