,nuc,aexp,ns,age,asexp,la,target
0,12.3,94.0,4.0,23.3,0.33,63.0,False
1,16.44,36.0,3.0,30.31,1.17,136.0,False
2,8.38,201.0,3.0,78.62,0.5,258.0,False
3,3.42,43.0,2.0,25.17,0.04,643.0,False
4,11.5,49.0,1.0,14.0,20.0,118.0,False
5,0.0,10.0,1.0,0.0,1.0,100.0,False
6,6.0,15.0,1.0,52.0,5.0,14.0,False
7,12.0,12.0,1.0,1.0,3.0,26.0,False
8,29.57,12.0,2.0,48.57,1.0,358.0,False
9,14.5,15.0,1.0,29.5,1.0,15.0,False
10,7.83,66.0,2.0,23.5,1.0,6.0,False
11,11.0,1.0,1.0,29.0,0.0,1.0,False
12,7.36,0.0,1.0,27.27,0.0,397.0,False
13,12.0,18.0,1.0,28.0,5.0,4.0,False
14,1.2,1.0,1.0,15.0,1.0,36.0,False
15,13.33,3.0,2.0,33.43,0.75,1512.0,False
16,14.0,0.0,1.0,8.0,0.0,18.0,False
17,15.33,0.0,2.0,64.0,0.0,192.0,False
18,4.11,1.0,1.0,68.11,1.0,1330.0,False
19,9.2,9.0,2.0,5.9,1.16,386.0,False
20,10.62,11.0,2.0,10.0,1.16,37.0,False
21,13.45,13.0,2.0,43.65,1.0,450.0,False
22,1.0,6.0,1.0,13.0,0.0,22.0,False
23,51.0,81.0,1.0,5.0,26.0,9.0,False
24,18.77,37.0,3.0,5.55,0.26,531.0,False
25,60.0,90.0,1.0,1.0,32.0,81.0,False
26,19.14,12.0,3.0,40.43,0.49,84.0,False
27,6.29,54.0,1.0,13.57,22.0,161.0,False
28,1.0,15.0,1.0,0.0,0.0,0.0,False
29,8.5,23.0,1.0,1.0,17.0,12.0,False
30,14.5,47.0,1.0,7.5,35.0,79.0,False
31,3.0,26.0,1.0,20.73,20.0,40.0,False
32,6.0,0.0,1.0,29.0,0.0,69.0,False
33,3.5,0.0,1.0,7.5,0.0,71.0,False
34,1.0,55.0,1.0,29.0,1.0,20.0,False
35,0.7,31.0,1.0,0.5,25.0,996.0,False
36,0.0,0.0,1.0,0.0,0.0,3.0,True
37,1.79,103.0,1.0,25.59,5.0,1361.0,False
38,2.0,0.0,1.0,17.5,0.0,27.0,False
39,3.0,65.0,1.0,0.0,5.0,5.0,False
40,3.0,49.0,1.0,1.5,43.0,123.0,False
41,4.0,37.0,1.0,32.0,3.0,5.0,False
42,29.0,0.0,1.0,49.75,0.0,62.0,False
43,25.0,122.0,1.0,1.0,24.0,1.0,False
44,37.32,75.0,2.0,36.73,1.16,699.0,False
45,15.0,0.0,1.0,12.0,0.0,1.0,False
46,15.0,61.0,1.0,47.5,12.0,7.0,False
47,26.83,77.0,2.0,19.0,1.16,39.0,False
48,19.5,65.0,2.0,8.5,0.43,1.0,False
49,26.0,81.0,2.0,1.0,0.93,8.0,False
50,1.2,4.0,1.0,6.4,1.0,116.0,False
51,87.0,84.0,1.0,11.0,51.0,21.0,False
52,6.96,133.0,2.0,31.25,0.0,458.0,False
53,15.86,1.0,1.0,1.43,1.0,454.0,False
54,3.07,89.0,1.0,22.67,12.0,1009.0,False
55,29.78,0.0,4.0,53.0,0.0,9.0,False
56,16.17,92.0,1.0,37.5,55.0,125.0,False
57,16.2,11.0,3.0,15.0,0.02,104.0,False
58,2.0,14.0,1.0,32.5,5.0,52.0,False
59,8.5,1.0,1.0,140.0,1.0,49.0,False
60,6.69,32.0,2.0,37.08,0.69,55.0,False
61,9.86,1.0,1.0,12.29,1.0,201.0,False
62,33.33,6.0,2.0,17.0,0.52,31.0,False
63,2.0,0.0,1.0,23.0,0.0,0.0,False
64,13.5,3.0,1.0,142.0,1.0,79.0,False
65,23.75,2.0,1.0,43.0,0.0,62.0,False
66,3.82,108.0,2.0,27.09,0.0,554.0,False
67,23.0,1.0,1.0,30.0,0.0,3.0,False
68,39.0,0.0,2.0,22.0,0.0,4.0,False
69,15.42,11.0,1.0,49.67,10.0,850.0,False
70,12.53,23.0,1.0,73.2,14.0,228.0,False
71,76.0,150.0,2.0,34.0,0.63,12.0,False
72,24.0,154.0,1.0,12.0,6.0,6.0,False
73,9.2,18.0,2.0,43.0,1.09,1599.0,False
74,0.0,1.0,1.0,0.0,1.0,6.0,True
75,4.0,27.0,1.0,0.0,17.0,6.0,False
76,29.0,44.0,1.0,2.0,22.0,15.0,False
77,28.75,46.0,1.0,21.75,23.0,133.0,False
78,14.0,6.0,1.0,64.07,6.0,105.0,False
79,5.0,4.0,1.0,118.0,1.0,1.0,False
80,19.81,0.0,6.0,82.8,0.0,1265.0,False
81,38.0,50.0,2.0,34.05,1.0,1449.0,False
82,5.0,6.0,1.0,2.0,5.0,88.0,False
83,9.33,19.0,1.0,19.0,16.0,50.0,False
84,1.5,35.0,1.0,20.5,23.0,48.0,False
85,6.0,27.0,1.0,0.5,23.0,156.0,False
86,6.83,9.0,1.0,123.83,6.0,301.0,False
87,3.0,0.0,1.0,3.0,0.0,6.0,False
88,15.0,0.0,1.0,3.0,0.0,1.0,False
89,48.5,50.0,1.0,0.0,33.0,2.0,False
90,28.17,10.0,1.0,22.83,10.0,595.0,False
91,69.33,154.0,2.0,0.67,0.93,2.0,False
92,3.92,67.0,1.0,20.45,64.0,2081.0,False
93,5.57,3.0,3.0,11.29,0.07,244.0,False
94,10.41,2.0,1.0,12.12,2.0,324.0,False
95,9.17,54.0,2.0,3.0,0.5,304.0,False
96,1.8,2.0,1.0,91.0,1.0,0.0,False
97,12.22,3.0,1.0,14.11,3.0,42.0,False
98,29.0,59.0,1.0,0.5,55.0,18.0,False
99,22.29,79.0,1.0,13.36,76.0,76.0,False
100,7.0,48.0,1.0,5.0,20.0,23.0,False
101,11.78,18.0,1.0,3.67,2.0,42.0,False
102,4.0,0.0,1.0,12.0,0.0,46.0,False
103,63.25,7.0,1.0,5.25,4.0,51.0,False
104,19.64,70.0,2.0,26.18,0.03,354.0,False
105,38.0,10.0,1.0,1.0,2.0,10.0,False
106,70.75,104.0,2.0,15.0,1.09,59.0,False
107,17.67,77.0,1.0,36.44,67.0,277.0,False
108,40.33,82.0,1.0,3.89,71.0,788.0,False
109,28.5,229.0,2.0,28.25,0.25,1.0,False
110,44.0,36.0,1.0,4.0,7.0,7.0,False
111,1.6,38.0,1.0,10.8,15.0,16.0,False
112,28.2,14.0,2.0,1.5,0.56,806.0,False
113,6.86,55.0,2.0,47.29,0.54,1685.0,False
114,21.54,240.0,4.0,15.62,0.14,2271.0,False
115,5.12,9.0,3.0,38.65,0.06,2044.0,False
116,12.0,89.0,1.0,1.0,7.0,3.0,False
117,55.83,120.0,2.0,4.0,0.13,266.0,False
118,9.19,209.0,2.0,3.38,1.16,605.0,False
119,10.0,0.0,1.0,35.0,0.0,9.0,False
120,48.0,2.0,1.0,1.0,1.0,28.0,False
121,33.0,20.0,1.0,27.5,19.0,61.0,False
122,7.5,5.0,1.0,16.0,3.0,7.0,False
123,52.0,0.0,1.0,0.0,0.0,3.0,False
124,29.0,26.0,1.0,2.0,25.0,95.0,False
125,5.33,138.0,1.0,49.67,110.0,886.0,False
126,2.0,55.0,1.0,117.0,28.0,28.0,False
127,68.33,115.0,2.0,7.0,1.0,35.0,False
128,6.21,143.0,1.0,41.89,114.0,883.0,False
129,25.91,122.0,2.0,20.73,1.0,58.0,False
130,18.69,148.0,2.0,27.92,1.0,215.0,False
131,2.0,15.0,1.0,108.0,6.0,27.0,False
132,21.17,155.0,2.0,12.33,1.0,366.0,False
133,13.67,64.0,1.0,14.67,32.0,7.0,False
134,69.0,2.0,1.0,0.0,2.0,13.0,False
135,96.0,0.0,1.0,0.0,0.0,2.0,False
136,68.0,0.0,1.0,9.0,0.0,2.0,False
137,46.75,0.0,2.0,51.0,0.0,17.0,False
138,25.36,65.0,2.0,23.73,0.39,125.0,False
139,12.67,52.0,3.0,129.67,0.13,109.0,False
140,15.0,1.0,1.0,32.0,0.0,2.0,False
141,40.9,328.0,2.0,49.03,0.38,371.0,False
142,9.5,1.0,1.0,164.0,0.0,52.0,False
143,10.44,71.0,1.0,99.44,6.0,9.0,False
144,30.04,354.0,2.0,14.87,0.38,684.0,False
145,34.08,43.0,1.0,46.92,39.0,100.0,False
146,72.0,14.0,1.0,10.0,14.0,4.0,False
147,0.0,0.0,1.0,0.0,0.0,3.0,True
148,58.4,11.0,2.0,6.6,0.88,237.0,False
149,1.0,24.0,1.0,13.0,14.0,132.0,False
150,58.0,274.0,2.0,84.23,1.16,955.0,False
151,24.67,47.0,2.0,4.67,1.19,81.0,False
152,3.5,0.0,1.0,27.0,0.0,62.0,False
153,26.0,0.0,1.0,34.0,0.0,1.0,False
154,77.27,0.0,2.0,68.82,0.0,255.0,False
155,31.0,0.0,1.0,5.0,0.0,7.0,False
156,23.38,282.0,3.0,115.75,0.5,142.0,False
157,15.0,0.0,1.0,138.0,0.0,0.0,False
158,12.0,28.0,1.0,54.25,18.0,80.0,False
159,11.07,1.0,1.0,113.67,1.0,24.0,False
160,1.25,16.0,1.0,1.5,5.0,572.0,False
161,30.0,195.0,5.0,15.86,0.05,586.0,False
162,110.0,1.0,1.0,44.0,1.0,94.0,False
163,20.0,2.0,1.0,20.0,0.0,4.0,False
164,5.5,5.0,1.0,4.0,5.0,130.0,False
165,15.75,4.0,1.0,49.79,1.0,839.0,False
166,0.0,29.0,1.0,0.0,19.0,657.0,False
167,83.0,1.0,1.0,2.33,0.0,370.0,False
168,17.19,313.0,2.0,39.87,0.0,548.0,False
169,74.67,12.0,3.0,43.11,0.76,155.0,False
170,21.72,3.0,2.0,10.69,0.75,939.0,False
171,46.14,3.0,2.0,71.14,1.5,1184.0,False
172,12.0,8.0,1.0,3.75,6.0,165.0,False
173,17.5,6.0,1.0,21.0,6.0,576.0,False
174,58.89,87.0,3.0,56.61,0.61,545.0,False
175,28.4,1.0,2.0,60.5,0.5,550.0,False
176,57.33,4.0,1.0,2.67,1.0,68.0,False
177,0.0,24.0,1.0,0.0,17.0,81.0,False
178,46.5,314.0,3.0,87.8,0.54,916.0,False
179,19.0,26.0,2.0,66.75,0.26,338.0,False
180,17.0,70.0,1.0,6.75,61.0,1108.0,False
181,14.25,213.0,2.0,18.25,1.0,120.0,False
182,3.0,10.0,1.0,0.0,7.0,13.0,False
183,12.31,32.0,1.0,6.31,25.0,481.0,False
184,38.15,12.0,2.0,85.2,1.7,603.0,False
185,59.2,13.0,2.0,71.4,1.7,229.0,False
186,13.43,91.0,1.0,125.72,28.0,472.0,False
187,2.13,12.0,1.0,40.17,11.0,676.0,False
188,14.9,45.0,1.0,0.5,37.0,329.0,False
189,52.6,50.0,3.0,25.7,0.42,248.0,False
190,31.18,22.0,4.0,73.55,0.0,318.0,False
191,9.0,2.0,1.0,5.0,1.0,2.0,False
192,2.33,3.0,1.0,44.67,1.0,117.0,False
193,1.0,89.0,2.0,10.0,1.0,5.0,False
194,20.0,0.0,1.0,4.0,0.0,12.0,False
195,18.04,15.0,3.0,149.46,0.15,1614.0,False
196,14.0,8.0,1.0,55.0,4.0,6.0,False
197,41.5,80.0,2.0,29.0,0.62,13.0,False
198,21.0,16.0,2.0,6.0,0.44,77.0,False
199,18.86,4.0,2.0,106.43,0.75,43.0,False
200,4.38,32.0,4.0,100.77,0.02,1204.0,False
201,4.33,66.0,1.0,54.33,52.0,53.0,False
202,46.63,35.0,3.0,117.11,0.81,461.0,False
203,9.51,0.5,1.0,40.29,0.5,670.99,False
204,12.91,0.19,1.0,22.75,0.19,255.61,False
205,10.55,0.41,1.0,34.91,0.41,543.7,False
206,5.44,0.88,1.0,61.28,0.88,1168.21,False
207,5.46,0.88,1.0,61.16,0.88,1165.26,False
208,10.41,0.42,1.0,35.67,0.42,561.65,False
209,12.98,0.19,1.0,22.41,0.19,247.47,False
210,4.59,0.96,1.0,65.63,0.96,1271.14,False
211,10.92,0.37,1.0,33.02,0.37,498.75,False
212,13.09,0.18,1.0,21.82,0.18,233.66,False
213,9.2,0.53,1.0,41.9,0.53,709.26,False
214,9.91,0.47,1.0,38.21,0.47,621.87,False
215,10.59,0.4,1.0,34.71,0.4,538.89,False
216,9.38,0.52,1.0,40.95,0.52,686.66,False
217,8.81,0.57,1.0,43.92,0.57,757.02,False
218,10.43,0.42,1.0,35.55,0.42,558.87,False
219,6.73,0.76,1.0,54.61,0.76,1010.21,False
220,13.58,0.13,1.0,19.34,0.13,174.87,False
221,6.48,0.78,1.0,55.93,0.78,1041.47,False
222,11.42,0.33,1.0,30.47,0.33,438.52,False
223,9.5,0.5,1.0,40.32,0.5,671.74,False
224,10.74,0.39,1.0,33.96,0.39,521.1,False
225,6.3,0.8,1.0,56.83,0.8,1062.8,False
226,11.52,0.32,1.0,29.93,0.32,425.78,False
227,14.48,0.05,1.0,14.67,0.05,64.33,False
228,8.41,0.61,1.0,45.97,0.61,805.55,False
229,13.63,0.13,1.0,19.05,0.13,168.05,False
230,13.78,0.11,1.0,18.31,0.11,150.43,False
231,5.7,0.85,1.0,59.94,0.85,1136.36,False
232,11.59,0.31,1.0,29.59,0.31,417.71,False
233,14.07,0.09,1.0,16.79,0.09,114.35,False
234,4.85,0.93,1.0,64.29,0.93,1239.45,False
235,14.06,0.09,1.0,16.84,0.09,115.58,False
236,7.06,0.73,1.0,52.91,0.73,969.85,False
237,6.74,0.76,1.0,54.56,0.76,1008.96,False
238,12.96,0.19,1.0,22.51,0.19,249.86,False
239,14.76,0.02,1.0,13.22,0.02,30.0,False
240,9.51,0.5,1.0,40.3,0.5,671.26,False
241,13.33,0.15,1.0,20.63,0.15,205.39,False
242,11.82,0.29,1.0,28.38,0.29,388.93,False
243,10.82,0.38,1.0,33.54,0.38,511.24,False
244,12.91,0.19,1.0,22.75,0.19,255.69,False
245,4.92,0.93,1.0,63.96,0.93,1231.7,False
246,10.63,0.4,1.0,34.52,0.4,534.49,False
247,13.03,0.18,1.0,22.14,0.18,241.21,False
248,8.26,0.62,1.0,46.73,0.62,823.56,False
249,14.17,0.08,1.0,16.27,0.08,102.08,False
250,9.13,0.54,1.0,42.27,0.54,717.9,False
251,11.47,0.32,1.0,30.2,0.32,432.12,False
252,11.85,0.29,1.0,28.21,0.29,384.95,False
253,9.39,0.52,1.0,40.9,0.52,685.6,False
254,11.65,0.31,1.0,29.24,0.31,409.34,False
255,11.69,0.3,1.0,29.04,0.3,404.66,False
256,4.41,0.97,1.0,66.55,0.97,1292.95,False
257,4.51,0.96,1.0,66.05,0.96,1281.2,False
258,6.14,0.81,1.0,57.65,0.81,1082.24,False
259,7.98,0.64,1.0,48.15,0.64,857.26,False
260,7.49,0.69,1.0,50.7,0.69,917.71,False
261,12.38,0.24,1.0,25.5,0.24,320.68,False
262,12.37,0.24,1.0,25.53,0.24,321.47,False
263,10.05,0.45,1.0,37.5,0.45,604.92,False
264,10.64,0.4,1.0,34.48,0.4,533.38,False
265,14.77,0.02,1.0,13.18,0.02,28.99,False
266,12.53,0.23,1.0,24.71,0.23,302.12,False
267,13.62,0.13,1.0,19.13,0.13,169.92,False
268,14.5,0.05,1.0,14.59,0.05,62.39,False
269,11.93,0.28,1.0,27.82,0.28,375.74,False
270,5.59,0.86,1.0,60.48,0.86,1149.3,False
271,9.31,0.52,1.0,41.33,0.52,695.62,False
272,11.25,0.34,1.0,31.3,0.34,458.22,False
273,7.07,0.73,1.0,52.85,0.73,968.61,False
274,14.78,0.02,1.0,13.15,0.02,28.12,False
275,7.47,0.69,1.0,50.8,0.69,919.96,False
276,10.1,0.45,1.0,37.27,0.45,599.55,False
277,5.49,0.87,1.0,61.0,0.87,1161.54,False
278,7.26,0.71,1.0,51.91,0.71,946.28,False
279,5.11,0.91,1.0,62.95,0.91,1207.86,False
280,13.38,0.15,1.0,20.36,0.15,199.01,False
281,9.28,0.53,1.0,41.47,0.53,698.89,False
282,7.84,0.66,1.0,48.9,0.66,874.99,False
283,5.33,0.89,1.0,61.82,0.89,1180.93,False
284,6.93,0.74,1.0,53.59,0.74,986.03,False
285,9.79,0.48,1.0,38.85,0.48,637.02,False
286,7.5,0.69,1.0,50.65,0.69,916.41,False
287,7.03,0.73,1.0,53.08,0.73,973.98,False
288,4.97,0.92,1.0,63.67,0.92,1224.76,False
289,10.24,0.44,1.0,36.55,0.44,582.47,False
290,9.14,0.54,1.0,42.19,0.54,715.98,False
291,6.35,0.79,1.0,56.55,0.79,1056.28,False
292,8.54,0.59,1.0,45.27,0.59,789.1,False
293,12.76,0.21,1.0,23.55,0.21,274.58,False
294,8.68,0.58,1.0,44.55,0.58,771.85,False
295,8.4,0.61,1.0,46.01,0.61,806.61,False
296,10.73,0.39,1.0,33.98,0.39,521.59,False
297,9.62,0.49,1.0,39.73,0.49,657.85,False
298,9.76,0.48,1.0,39.0,0.48,640.41,False
299,9.19,0.53,1.0,41.94,0.53,710.22,False
300,8.17,0.63,1.0,47.21,0.63,834.9,False
