,nuc,aexp,ns,age,asexp,la,target
0,1.13,17.0,1.0,63.96,0.0,0.0,False
1,17.33,1.0,1.0,1.67,1.0,670.0,False
2,29.33,129.0,2.0,15.67,1.0,244.0,False
3,27.62,9.0,1.0,6.12,8.0,94.0,False
4,5.28,35.0,3.0,9.94,0.45,291.0,False
5,10.64,39.0,2.0,12.14,0.81,237.0,False
6,4.0,41.0,1.0,0.0,15.0,2.0,False
7,9.0,46.0,1.0,9.0,18.0,10.0,False
8,10.23,60.0,2.0,23.77,0.81,187.0,False
9,20.83,41.0,2.0,120.33,1.0,78.0,False
10,5.0,59.0,2.0,0.0,1.0,2.0,False
11,7.0,63.0,1.0,0.0,14.0,1.0,False
12,20.41,17.0,2.0,40.57,1.12,732.0,False
13,14.0,12.0,2.0,31.0,0.79,20.0,False
14,7.36,0.0,1.0,27.27,0.0,397.0,False
15,10.0,44.0,1.0,0.0,40.0,0.0,False
16,11.33,24.0,1.0,6.33,8.0,52.0,False
17,11.21,13.0,3.0,19.17,0.54,379.0,False
18,19.95,3.0,2.0,13.67,1.0,842.0,False
19,10.58,28.0,3.0,8.42,0.5,180.0,False
20,17.25,11.0,1.0,146.75,4.0,65.0,False
21,9.0,24.0,1.0,0.0,5.0,2.0,False
22,1.22,1.0,1.0,6.91,0.0,172.0,False
23,19.57,28.0,2.0,39.71,0.63,256.0,False
24,36.4,0.0,2.0,13.7,0.0,129.0,False
25,35.53,16.0,2.0,42.13,1.0,216.0,False
26,3.0,45.0,1.0,19.0,14.0,59.0,False
27,12.25,28.0,1.0,8.5,23.0,83.0,False
28,14.5,86.0,1.0,164.75,30.0,66.0,False
29,4.22,18.0,1.0,9.33,12.0,155.0,False
30,8.67,53.0,1.0,1.67,21.0,140.0,False
31,6.29,54.0,1.0,13.57,22.0,161.0,False
32,1.0,15.0,1.0,1.0,5.0,1.0,False
33,21.0,94.0,3.0,3.75,0.5,38.0,False
34,5.43,31.0,2.0,3.71,0.29,156.0,False
35,4.25,22.0,1.0,15.0,16.0,67.0,False
36,8.5,23.0,1.0,1.0,17.0,12.0,False
37,9.0,25.0,1.0,7.0,19.0,16.0,False
38,5.0,22.0,1.0,0.0,7.0,2.0,False
39,9.0,3.0,2.0,19.4,0.38,17.0,False
40,0.0,0.0,1.0,0.0,0.0,3.0,True
41,3.5,21.0,1.0,19.0,7.0,20.0,False
42,75.0,0.0,1.0,15.0,0.0,9.0,False
43,1.0,39.0,1.0,123.0,33.0,0.0,False
44,76.0,1.0,1.0,13.0,1.0,29.0,False
45,24.0,55.0,1.0,1.0,49.0,23.0,False
46,4.5,0.0,1.0,12.5,0.0,17.0,False
47,9.0,58.0,1.0,20.0,52.0,16.0,False
48,30.67,69.0,2.0,7.0,1.16,205.0,False
49,3.57,2.0,1.0,22.0,0.0,97.0,False
50,25.0,122.0,1.0,1.0,24.0,1.0,False
51,32.47,0.0,2.0,64.26,0.0,135.0,False
52,4.33,106.0,1.0,64.67,36.0,112.0,False
53,18.67,72.0,1.0,27.33,65.0,24.0,False
54,6.96,133.0,2.0,31.25,0.0,458.0,False
55,11.38,10.0,1.0,1.0,1.0,288.0,False
56,6.0,6.0,2.0,26.0,0.17,120.0,False
57,9.33,2.0,1.0,12.67,1.0,291.0,False
58,32.67,93.0,1.0,28.0,56.0,18.0,False
59,32.57,73.0,2.0,22.83,0.93,732.0,False
60,27.7,51.0,2.0,0.0,0.98,357.0,False
61,5.63,4.0,1.0,33.21,3.0,383.0,False
62,20.89,32.0,2.0,0.78,1.0,297.0,False
63,10.0,0.0,2.0,86.6,0.0,16.0,False
64,9.2,19.0,1.0,83.4,3.0,59.0,False
65,6.69,32.0,2.0,37.08,0.69,55.0,False
66,1.0,16.0,1.0,2.0,7.0,5.0,False
67,12.36,1.0,3.0,106.27,0.0,289.0,False
68,7.0,101.0,2.0,9.25,0.0,166.0,False
69,14.67,145.0,2.0,27.33,0.0,8.0,False
70,5.0,132.0,2.0,15.0,0.63,52.0,False
71,61.0,78.0,1.0,10.0,21.0,6.0,False
72,2.0,20.0,1.0,5.0,11.0,1.0,False
73,5.0,0.0,1.0,29.0,0.0,2.0,False
74,46.0,14.0,2.0,29.67,0.54,113.0,False
75,3.0,94.0,1.0,52.0,17.0,20.0,False
76,5.0,8.0,1.0,14.5,7.0,6.0,False
77,12.53,23.0,1.0,73.2,14.0,228.0,False
78,10.0,0.0,1.0,22.5,0.0,77.0,False
79,21.73,157.0,3.0,82.55,0.26,148.0,False
80,0.0,1.0,1.0,0.0,1.0,6.0,True
81,4.0,27.0,1.0,0.0,17.0,6.0,False
82,2.67,28.0,2.0,21.0,0.03,270.0,False
83,28.75,46.0,1.0,21.75,23.0,133.0,False
84,5.0,60.0,1.0,129.0,3.0,20.0,False
85,2.0,2.0,1.0,66.0,1.0,19.0,False
86,1.75,4.0,1.0,88.0,3.0,26.0,False
87,5.0,4.0,1.0,118.0,1.0,1.0,False
88,31.43,119.0,1.0,73.29,68.0,395.0,False
89,12.0,18.0,2.0,18.0,1.0,10.0,False
