,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,3.75,13.0,11.0,2.0,36.15,0.69,188.0,116.0,False
1,5.33,142.0,10.0,3.0,19.33,0.49,386.0,156.0,True
2,10.0,196.0,7.0,2.0,23.78,0.96,130.0,4.0,True
3,5.0,126.0,4.0,2.0,97.67,1.85,201.0,60.0,False
4,6.93,129.0,9.0,2.0,34.93,1.85,325.0,391.0,False
5,7.1,16.0,7.0,1.0,107.5,11.0,238.0,159.0,False
6,14.5,378.0,6.0,2.0,56.5,0.96,265.0,72.0,True
7,7.09,20.0,7.0,2.0,51.36,0.99,240.0,71.0,True
8,11.75,2.0,6.0,3.0,32.17,0.44,120.0,3.0,True
9,19.63,15.0,12.0,2.0,18.22,0.86,157.0,54.0,True
10,20.2,22.0,4.0,3.0,24.2,0.97,346.0,152.0,True
11,12.0,27.0,5.0,3.0,29.5,0.01,72.0,21.0,True
12,11.88,127.0,12.0,3.0,69.71,0.5,336.0,485.0,True
13,15.0,131.0,7.0,2.0,89.5,1.0,95.0,295.0,True
14,22.6,55.0,7.0,2.0,26.6,0.86,29.0,10.0,True
15,26.54,59.0,5.0,2.0,33.08,0.86,62.0,8.0,True
16,12.3,140.0,8.0,3.0,60.4,0.5,183.0,439.0,True
17,7.93,333.0,9.0,2.0,32.68,1.85,343.0,165.0,False
18,14.5,175.0,7.0,3.0,56.88,0.5,287.0,416.0,True
19,18.33,18.0,8.0,2.0,63.78,1.12,147.0,113.0,True
20,6.0,368.0,7.0,2.0,144.12,1.85,366.0,38.0,False
21,19.92,0.0,6.0,1.0,97.17,0.0,369.0,15.0,False
22,10.45,243.0,8.0,2.0,36.73,1.0,58.0,51.0,True
23,28.22,247.0,8.0,2.0,174.44,1.0,26.0,30.0,True
24,33.0,470.0,11.0,3.0,100.18,1.46,23.0,43.0,True
25,6.04,42.0,7.0,2.0,116.64,0.53,242.0,474.0,True
26,29.61,7.0,6.0,2.0,137.67,0.66,582.0,494.0,True
27,8.44,42.0,11.0,3.0,0.94,0.5,178.0,79.0,True
28,6.75,1.0,13.0,2.0,88.5,0.5,127.0,82.0,True
29,8.43,71.0,5.0,3.0,33.86,0.5,31.0,19.0,True
30,9.38,107.0,12.0,3.0,33.15,0.17,48.0,191.0,True
31,12.53,124.0,9.0,3.0,169.76,0.17,307.0,501.0,True
32,3.59,203.0,9.0,4.0,37.48,0.0,277.0,194.0,True
33,7.06,2.0,5.0,2.0,50.31,0.0,243.0,30.0,True
34,6.55,333.0,7.0,3.0,35.0,0.0,210.0,238.0,True
35,7.18,13.0,10.0,2.0,32.5,0.0,181.0,273.0,False
36,11.0,23.0,8.0,4.0,7.0,0.0,107.0,33.0,True
37,8.0,50.0,6.0,4.0,49.6,0.0,330.0,22.0,True
38,5.89,54.0,10.0,3.0,6.0,0.0,232.0,293.0,True
39,9.08,179.0,9.0,2.0,14.38,0.0,137.0,33.0,False
40,3.23,5.0,9.0,4.0,34.15,0.05,49.0,49.0,True
41,11.33,214.0,7.0,3.0,12.22,0.0,71.0,21.0,True
42,6.9,14.0,4.0,3.0,56.4,0.02,322.0,26.0,True
43,22.07,79.0,7.0,4.0,15.0,0.0,67.0,72.0,True
44,8.93,87.0,8.0,2.0,42.59,1.0,412.0,435.0,True
45,15.71,300.0,6.0,4.0,41.0,0.0,137.0,78.0,True
46,7.5,1.0,4.0,3.0,66.33,0.0,23.0,15.0,True
47,15.56,93.0,7.0,3.0,29.89,0.0,266.0,52.0,True
48,12.39,118.0,11.0,3.0,26.65,0.5,385.0,96.0,True
49,4.53,318.0,8.0,3.0,36.18,0.0,18.0,37.0,True
50,12.08,330.0,11.0,3.0,15.92,0.0,337.0,20.0,True
51,13.79,115.0,8.0,3.0,8.79,0.0,487.0,172.0,True
52,14.57,361.0,9.0,3.0,27.86,0.0,392.0,155.0,True
53,10.62,6.0,6.0,4.0,34.0,0.05,217.0,35.0,True
54,10.31,171.0,7.0,3.0,10.92,0.0,126.0,95.0,True
55,7.09,450.0,8.0,3.0,75.82,0.0,461.0,224.0,True
56,15.89,212.0,6.0,3.0,38.56,0.0,351.0,56.0,True
57,17.67,18.0,5.0,2.0,40.17,1.0,193.0,8.0,True
58,4.73,53.0,9.0,2.0,37.67,0.0,323.0,316.0,False
59,21.14,0.0,5.0,3.0,103.86,0.0,223.0,41.0,True
60,14.5,99.0,6.0,2.0,20.8,0.01,298.0,273.0,False
61,19.17,1.0,5.0,3.0,17.83,0.33,246.0,11.0,True
62,8.0,4.0,4.0,2.0,74.33,0.12,141.0,4.0,True
63,3.4,4.0,6.0,3.0,42.3,0.49,24.0,24.0,True
64,4.47,59.0,13.0,4.0,82.29,0.53,57.0,105.0,True
65,9.6,1.0,6.0,3.0,59.45,0.0,114.0,56.0,True
66,3.36,7.0,9.0,3.0,19.68,0.0,435.0,84.0,True
67,8.57,17.0,4.0,3.0,63.86,0.02,140.0,7.0,True
68,20.86,209.0,11.0,4.0,35.43,0.0,404.0,189.0,True
69,18.9,210.0,7.0,3.0,10.2,0.0,181.0,127.0,True
70,9.25,40.0,4.0,2.0,107.0,0.0,29.0,83.0,False
71,17.29,0.0,5.0,3.0,88.43,0.0,153.0,92.0,True
72,2.53,54.0,7.0,2.0,112.13,0.0,440.0,70.0,False
73,2.47,7.0,7.0,2.0,112.95,0.0,42.0,60.0,False
74,15.27,8.0,7.0,4.0,92.0,0.52,323.0,332.0,True
75,3.56,82.0,11.0,2.0,33.76,0.0,423.0,74.0,False
76,3.19,123.0,7.0,2.0,53.57,0.0,171.0,174.0,False
77,11.07,195.0,13.0,4.0,72.0,0.01,220.0,478.0,True
78,21.43,27.0,5.0,3.0,73.86,0.01,385.0,56.0,True
79,8.76,24.0,8.0,2.0,35.79,0.0,615.0,32.0,False
80,5.0,0.0,6.0,3.0,49.17,0.0,78.0,60.0,True
81,2.0,1.0,5.0,3.0,48.57,0.33,266.0,34.0,True
82,15.85,96.0,10.0,2.0,69.19,0.0,71.0,63.0,False
83,6.21,8.0,9.0,2.0,50.18,1.18,762.0,108.0,True
84,25.14,171.0,4.0,2.0,57.14,0.63,51.0,30.0,True
85,18.33,1.0,5.0,3.0,24.17,0.0,139.0,1.0,True
86,5.77,64.0,7.0,3.0,11.27,0.0,105.0,102.0,True
87,8.57,98.0,11.0,3.0,122.25,0.0,573.0,200.0,True
88,17.0,398.0,7.0,4.0,140.74,0.0,86.0,42.0,True
89,16.38,116.0,7.0,3.0,18.48,0.0,688.0,140.0,True
90,17.4,119.0,7.0,4.0,7.1,0.0,91.0,55.0,True
91,29.33,299.0,10.0,3.0,11.5,0.0,373.0,55.0,True
92,10.31,129.0,8.0,3.0,6.62,0.0,78.0,40.0,True
93,9.61,132.0,5.0,2.0,77.56,0.0,58.0,59.0,False
94,2.6,149.0,7.0,4.0,87.35,0.0,80.0,80.0,True
95,14.0,15.0,4.0,2.0,79.0,0.0,12.0,8.0,False
96,18.22,322.0,6.0,3.0,123.74,0.0,519.0,302.0,True
97,15.22,0.0,4.0,3.0,37.0,0.0,198.0,17.0,True
98,12.75,26.0,7.0,2.0,45.0,1.14,177.0,304.0,True
99,28.15,339.0,8.0,2.0,82.69,0.0,388.0,323.0,False
100,7.0,23.0,9.0,2.0,15.33,0.7,465.0,166.0,True
101,21.55,342.0,10.0,3.0,26.68,0.0,123.0,124.0,True
102,32.94,314.0,7.0,4.0,45.0,0.01,607.0,142.0,True
103,13.62,30.0,8.0,4.0,13.38,0.35,610.0,265.0,True
104,8.91,0.0,10.0,3.0,78.73,0.0,467.0,30.0,True
105,16.75,254.0,5.0,4.0,40.0,0.0,166.0,40.0,True
106,9.64,325.0,8.0,3.0,60.29,0.0,449.0,204.0,True
107,10.0,0.0,5.0,3.0,136.25,0.0,240.0,182.0,True
108,21.39,334.0,8.0,2.0,82.67,0.0,35.0,321.0,False
109,9.78,35.0,6.0,4.0,48.33,0.0,624.0,153.0,True
110,8.4,0.0,7.0,4.0,125.13,0.0,748.0,62.0,True
111,9.75,6.0,6.0,2.0,79.5,0.11,498.0,331.0,False
112,14.0,126.0,5.0,2.0,71.17,0.44,78.0,57.0,True
