,nuc,aexp,nd,ns,age,la,ld,target
0,141.5,82.0,2.0,1.0,1.0,56.0,95.0,True
1,157.5,73.0,2.0,1.0,12.5,42.0,10.0,True
2,164.0,87.0,2.0,1.0,14.0,7.0,0.0,True
3,178.0,24.0,2.0,1.0,17.5,3.0,2.0,True
4,139.67,113.0,3.0,1.0,7.0,147.0,50.0,True
5,151.33,126.0,3.0,1.0,5.67,338.0,4.0,True
6,217.5,114.0,2.0,1.0,3.5,21.0,14.0,True
7,182.67,12.0,2.0,1.0,8.0,109.0,22.0,True
8,190.67,64.0,2.0,1.0,13.67,8.0,3.0,True
9,307.5,22.0,2.0,1.0,0.5,7.0,1.0,True
10,198.0,71.0,2.0,1.0,0.0,34.0,2.0,True
11,324.5,33.0,2.0,1.0,7.5,4.0,0.0,True
12,208.33,75.0,2.0,1.0,24.67,82.0,27.0,True
13,222.67,39.0,2.0,1.0,11.67,39.0,4.0,True
14,224.67,62.0,2.0,1.0,22.67,61.0,0.0,True
15,186.0,35.0,2.0,1.0,8.25,101.0,12.0,True
16,229.67,23.0,2.0,1.0,9.0,4.0,2.0,True
17,155.8,26.0,4.0,1.0,27.0,106.0,9.0,True
18,242.67,77.0,2.0,1.0,5.67,81.0,5.0,True
19,356.0,87.0,2.0,1.0,4.5,6.0,1.0,True
20,242.0,93.0,2.0,1.0,54.33,71.0,73.0,True
21,271.33,124.0,3.0,1.0,9.33,61.0,36.0,True
22,202.5,127.0,3.0,1.0,0.5,16.0,70.0,True
23,284.33,143.0,3.0,1.0,7.33,70.0,6.0,True
24,280.33,61.0,2.0,1.0,2.0,239.0,28.0,True
25,210.5,63.0,2.0,1.0,24.5,299.0,26.0,True
26,231.25,66.0,2.0,1.0,27.75,74.0,2.0,True
27,213.25,46.0,2.0,1.0,1.75,202.0,15.0,True
28,288.33,69.0,3.0,1.0,53.0,31.0,1.0,True
29,295.33,51.0,2.0,1.0,15.0,417.0,179.0,True
30,307.33,61.0,2.0,1.0,6.67,65.0,6.0,True
31,324.0,64.0,2.0,1.0,20.0,110.0,0.0,True
32,333.67,20.0,2.0,1.0,26.0,85.0,1.0,True
33,222.8,8.0,4.0,1.0,5.0,116.0,10.0,True
34,265.5,33.0,4.0,1.0,26.75,192.0,3.0,True
35,350.0,36.0,2.0,1.0,34.0,55.0,13.0,True
36,353.0,16.0,2.0,1.0,3.0,77.0,8.0,True
37,304.0,105.0,3.0,1.0,4.75,26.0,12.0,True
38,290.0,50.0,2.0,1.0,14.5,237.0,3.0,True
39,301.5,48.0,2.0,1.0,27.0,337.0,220.0,True
40,206.01,123.98,2.91,1.0,5.29,20.89,70.27,True
41,219.93,112.0,2.56,1.0,24.26,40.27,71.32,True
42,222.85,109.49,2.48,1.0,28.23,44.33,71.55,True
43,207.36,122.82,2.88,1.0,7.12,22.77,70.37,True
44,238.77,95.78,2.08,1.0,49.94,66.51,72.75,True
45,241.77,93.2,2.01,1.0,54.01,70.67,72.98,True
46,232.83,100.89,2.23,1.0,41.83,58.23,72.3,True
47,219.78,112.12,2.56,1.0,24.05,40.07,71.31,True
48,241.94,93.05,2.0,1.0,54.26,70.92,73.0,True
49,237.95,96.49,2.1,1.0,48.81,65.35,72.69,True
50,215.67,115.67,2.67,1.0,18.45,34.33,71.0,True
51,240.8,94.04,2.03,1.0,52.69,69.32,72.91,True
52,203.9,125.79,2.96,1.0,2.41,17.95,70.11,True
53,220.56,111.46,2.54,1.0,25.11,41.14,71.37,True
54,214.87,116.35,2.69,1.0,17.35,33.22,70.94,True
55,205.87,124.1,2.91,1.0,5.09,20.69,70.26,True
56,240.82,94.02,2.03,1.0,52.73,69.36,72.91,True
57,225.02,107.61,2.43,1.0,31.19,47.36,71.71,True
58,212.45,118.44,2.75,1.0,14.06,29.85,70.76,True
59,212.07,118.76,2.76,1.0,13.55,29.33,70.73,True
60,240.67,94.14,2.03,1.0,52.52,69.15,72.9,True
61,204.32,125.43,2.95,1.0,2.98,18.54,70.14,True
62,225.45,107.25,2.42,1.0,31.77,47.95,71.74,True
63,217.24,114.31,2.63,1.0,20.59,36.53,71.12,True
64,239.51,95.14,2.06,1.0,50.95,67.54,72.81,True
65,237.7,96.7,2.11,1.0,48.48,65.02,72.67,True
66,229.47,103.79,2.32,1.0,37.25,53.55,72.05,True
67,238.77,95.78,2.08,1.0,49.93,66.5,72.75,True
68,209.56,120.92,2.82,1.0,10.12,25.83,70.54,True
69,222.97,109.38,2.48,1.0,28.4,44.51,71.55,True
70,237.65,96.75,2.11,1.0,48.4,64.94,72.67,True
71,202.8,126.74,2.99,1.0,0.91,16.41,70.02,True
72,238.14,96.32,2.1,1.0,49.08,65.63,72.71,True
73,205.39,124.51,2.93,1.0,4.44,20.02,70.22,True
74,230.89,102.56,2.28,1.0,39.19,55.53,72.16,True
75,241.68,93.28,2.01,1.0,53.89,70.55,72.98,True
76,230.48,102.91,2.29,1.0,38.64,54.96,72.13,True
77,224.78,107.82,2.44,1.0,30.87,47.03,71.69,True
78,221.19,110.91,2.53,1.0,25.97,42.02,71.42,True
79,212.43,118.45,2.75,1.0,14.03,29.83,70.75,True
80,205.5,124.42,2.92,1.0,4.58,20.17,70.23,True
81,213.36,117.66,2.73,1.0,15.29,31.12,70.82,True
82,224.42,108.13,2.45,1.0,30.38,46.52,71.66,True
83,237.33,97.02,2.12,1.0,47.97,64.49,72.65,True
84,228.07,104.99,2.35,1.0,35.34,51.6,71.94,True
85,214.52,116.66,2.7,1.0,16.88,32.73,70.91,True
86,235.72,98.4,2.16,1.0,45.78,62.26,72.52,True
87,227.86,105.17,2.36,1.0,35.07,51.31,71.93,True
88,237.23,97.11,2.12,1.0,47.83,64.36,72.64,True
89,214.4,116.76,2.7,1.0,16.72,32.57,70.9,True
90,217.55,114.04,2.62,1.0,21.01,36.96,71.14,True
91,226.63,106.23,2.39,1.0,33.39,49.6,71.83,True
