,nuc,aexp,nd,ns,age,la,ld,target
0,0.0,92.0,1.0,1.0,0.0,88.0,0.0,True
1,11.5,95.0,1.0,1.0,18.0,4.0,4.0,True
2,7.0,78.0,2.0,1.0,21.0,181.0,10.0,True
3,7.2,110.0,4.0,1.0,33.8,89.0,48.0,True
4,8.0,116.0,3.0,1.0,36.0,11.0,7.0,True
5,20.0,119.0,2.0,1.0,29.0,5.0,3.0,True
6,30.8,99.0,2.0,1.0,4.8,114.0,9.0,True
7,49.33,100.0,2.0,1.0,0.0,150.0,36.0,True
8,53.67,103.0,2.0,1.0,0.67,106.0,3.0,True
9,11.06,105.0,4.0,1.0,6.5,44.0,8.0,True
10,37.8,106.0,2.0,1.0,14.4,101.0,12.0,True
11,35.2,110.0,3.0,1.0,4.0,252.0,68.0,True
12,46.6,120.0,4.0,1.0,3.6,41.0,16.0,True
13,44.8,122.0,4.0,1.0,12.8,95.0,32.0,True
14,69.33,130.0,2.0,1.0,0.0,10.0,4.0,True
15,48.8,133.0,4.0,1.0,2.4,42.0,24.0,True
16,1.0,124.0,1.0,1.0,0.0,2.0,2.0,True
17,50.8,149.0,3.0,1.0,7.8,261.0,37.0,True
18,85.0,153.0,2.0,1.0,18.67,23.0,7.0,True
19,0.0,135.0,1.0,1.0,0.0,6.0,3.0,True
20,57.0,175.0,2.0,1.0,16.33,91.0,10.0,True
21,34.6,85.0,3.0,1.0,28.8,39.0,9.0,True
22,87.75,146.0,3.0,1.0,0.5,73.0,0.0,True
23,64.67,96.0,2.0,1.0,20.0,50.0,17.0,True
24,48.12,99.0,3.0,1.0,14.38,186.0,27.0,True
25,44.2,184.0,4.0,1.0,31.1,91.0,68.0,True
26,59.0,188.0,3.0,1.0,6.0,285.0,79.0,True
27,35.67,120.0,3.0,1.0,9.25,379.0,31.0,True
28,39.73,112.0,2.0,1.0,10.45,372.0,59.0,True
29,60.0,127.0,3.0,1.0,29.38,239.0,57.0,True
30,112.75,130.0,2.0,1.0,48.0,39.0,18.0,True
31,64.38,196.0,3.0,1.0,15.25,110.0,63.0,True
32,48.67,135.0,4.0,1.0,11.83,412.0,72.0,True
33,51.9,137.0,3.0,1.0,21.2,65.0,23.0,True
34,59.33,142.0,4.0,1.0,6.56,209.0,80.0,True
35,104.6,136.0,3.0,1.0,26.0,205.0,75.0,True
36,18.75,173.0,2.0,1.0,54.75,152.0,67.0,True
37,2.0,215.0,1.0,1.0,40.0,142.0,26.0,True
38,31.5,199.0,3.0,1.0,21.75,340.0,0.0,True
39,0.0,216.0,1.0,1.0,0.0,114.0,0.0,True
40,64.44,167.98,2.24,1.0,12.5,86.65,7.58,True
41,62.5,169.81,2.18,1.0,13.5,87.78,8.21,True
42,66.65,165.9,2.31,1.0,11.37,85.35,6.86,True
43,66.65,165.9,2.31,1.0,11.37,85.35,6.86,True
44,62.23,170.07,2.17,1.0,13.64,87.94,8.3,True
45,79.95,153.36,2.75,1.0,4.52,77.57,2.54,True
46,70.97,161.83,2.45,1.0,9.14,82.82,5.46,True
47,78.83,154.41,2.71,1.0,5.09,78.22,2.9,True
48,63.39,168.98,2.21,1.0,13.05,87.26,7.92,True
49,68.65,164.01,2.38,1.0,10.34,84.18,6.21,True
50,69.59,163.13,2.41,1.0,9.85,83.63,5.91,True
51,62.48,169.83,2.18,1.0,13.51,87.79,8.22,True
52,73.19,159.73,2.53,1.0,8.0,81.52,4.73,True
53,85.92,147.73,2.94,1.0,1.44,74.07,0.6,True
54,72.65,160.24,2.51,1.0,8.28,81.84,4.91,True
55,71.85,161.0,2.48,1.0,8.69,82.31,5.17,True
56,84.8,148.79,2.9,1.0,2.02,74.73,0.96,True
57,66.44,166.1,2.31,1.0,11.48,85.48,6.93,True
58,79.5,153.78,2.73,1.0,4.75,77.83,2.68,True
59,62.85,169.49,2.19,1.0,13.32,87.58,8.1,True
60,74.01,158.96,2.55,1.0,7.57,81.04,4.47,True
61,73.63,159.31,2.54,1.0,7.77,81.26,4.59,True
62,80.53,152.81,2.77,1.0,4.22,77.23,2.35,True
63,79.18,154.08,2.72,1.0,4.91,78.02,2.79,True
64,83.06,150.42,2.85,1.0,2.91,75.74,1.52,True
65,76.73,156.39,2.64,1.0,6.18,79.45,3.58,True
66,61.67,170.59,2.15,1.0,13.93,88.26,8.48,True
67,57.63,174.4,2.02,1.0,16.01,90.63,9.79,True
68,75.27,157.77,2.59,1.0,6.93,80.31,4.06,True
69,87.29,146.43,2.99,1.0,0.73,73.27,0.15,True
70,60.34,171.85,2.11,1.0,14.61,89.04,8.91,True
71,79.79,153.51,2.74,1.0,4.6,77.66,2.59,True
72,74.03,158.93,2.55,1.0,7.56,81.03,4.46,True
73,72.13,160.73,2.49,1.0,8.54,82.14,5.08,True
74,64.2,168.21,2.23,1.0,12.62,86.78,7.66,True
75,79.34,153.93,2.73,1.0,4.83,77.92,2.74,True
76,82.76,150.71,2.84,1.0,3.07,75.92,1.62,True
77,64.06,168.34,2.23,1.0,12.7,86.87,7.7,True
78,61.24,171.0,2.14,1.0,14.15,88.52,8.62,True
79,76.43,156.67,2.63,1.0,6.33,79.62,3.68,True
80,80.98,152.38,2.78,1.0,3.99,76.96,2.2,True
81,72.7,160.2,2.51,1.0,8.25,81.81,4.9,True
82,79.5,153.78,2.73,1.0,4.75,77.83,2.68,True
83,65.0,167.46,2.26,1.0,12.22,86.32,7.4,True
84,57.02,174.99,2.0,1.0,16.33,90.99,10.0,True
85,81.94,151.48,2.81,1.0,3.49,76.4,1.89,True
86,79.12,154.14,2.72,1.0,4.94,78.05,2.81,True
87,59.61,172.54,2.08,1.0,14.99,89.47,9.15,True
88,84.91,148.68,2.91,1.0,1.96,74.66,0.92,True
89,65.3,167.18,2.27,1.0,12.06,86.14,7.3,True
90,71.46,161.36,2.47,1.0,8.89,82.53,5.3,True
91,62.73,169.6,2.19,1.0,13.38,87.65,8.14,True
92,58.49,173.6,2.05,1.0,15.57,90.13,9.52,True
93,74.52,158.48,2.57,1.0,7.31,80.74,4.3,True
94,85.78,147.86,2.94,1.0,1.51,74.15,0.64,True
95,76.09,156.99,2.62,1.0,6.5,79.82,3.79,True
96,70.62,162.15,2.44,1.0,9.32,83.03,5.57,True
97,82.02,151.4,2.81,1.0,3.45,76.35,1.86,True
98,81.12,152.25,2.78,1.0,3.91,76.88,2.16,True
99,73.38,159.55,2.53,1.0,7.9,81.41,4.67,True
100,66.6,165.95,2.31,1.0,11.39,85.38,6.88,True
101,87.7,146.05,3.0,1.0,0.53,73.03,0.02,True
102,70.44,162.32,2.44,1.0,9.41,83.13,5.63,True
103,65.2,167.27,2.27,1.0,12.11,86.2,7.33,True
104,84.92,148.67,2.91,1.0,1.96,74.66,0.92,True
105,78.23,154.98,2.69,1.0,5.4,78.57,3.1,True
106,80.2,153.12,2.75,1.0,4.39,77.42,2.46,True
107,71.45,161.37,2.47,1.0,8.89,82.54,5.3,True
108,65.46,167.02,2.28,1.0,11.97,86.05,7.25,True
109,76.49,156.62,2.63,1.0,6.3,79.59,3.66,True
110,83.12,150.37,2.85,1.0,2.89,75.71,1.51,True
111,57.28,174.74,2.01,1.0,16.19,90.84,9.91,True
112,63.47,168.9,2.21,1.0,13.0,87.21,7.9,True
113,85.96,147.69,2.94,1.0,1.42,74.05,0.58,True
114,85.11,148.49,2.91,1.0,1.86,74.54,0.86,True
115,61.34,170.91,2.14,1.0,14.1,88.46,8.59,True
116,78.63,154.6,2.7,1.0,5.19,78.34,2.97,True
117,74.44,158.55,2.57,1.0,7.35,80.79,4.33,True
118,63.71,168.67,2.22,1.0,12.88,87.07,7.82,True
119,87.06,146.65,2.98,1.0,0.85,73.4,0.22,True
120,64.48,167.94,2.24,1.0,12.48,86.62,7.57,True
121,86.18,147.48,2.95,1.0,1.31,73.92,0.51,True
122,65.26,167.21,2.27,1.0,12.08,86.17,7.32,True
123,70.0,162.74,2.42,1.0,9.64,83.39,5.77,True
124,67.14,165.44,2.33,1.0,11.11,85.06,6.7,True
125,73.83,159.12,2.55,1.0,7.66,81.15,4.53,True
126,87.37,146.36,2.99,1.0,0.69,73.22,0.12,True
127,84.68,148.89,2.9,1.0,2.08,74.79,1.0,True
